BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID
Restaurant,HMSHOST/TIM HORTONS/T3 PRE SECURE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,627
Restaurant,HMSHOST/TIM HORTONS/TERM 3 DOMES DEP,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,628
Restaurant,HMSHOST/TIM HORTONS/TERMINAL 3 DEPARTURES,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,629
Restaurant,HMSHOST/YORKVILLE FOOD COURT/T1 PRE SECURE,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P1C4,630
Restaurant,HOLIDAY GARDEN & DODAI SUSHI RESTAURANT,277,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1G8,631
Restaurant,HOMESTYLE FISH & CHIPS,1250,EGLINTON,AVE,W,Unit,A.11,MISSISSAUGA,ON,L5V 1N3,632
Restaurant,HONEY PEPPER,1550,SOUTH GATEWAY,RD,,Unit,1F,MISSISSAUGA,ON,L4W 5G6,633
Restaurant,HOOPS SPORTS BAR & GRILL,29,AVENTURA,CRT,,Unit,2,MISSISSAUGA,ON,L5T 2Y6,634
Restaurant,HOT BBQ PLACE,1085,FEWSTER,DR,,Unit,12,MISSISSAUGA,ON,L4W1A2,635
Restaurant,HOT PLATE GOURMET PIZZA AND WINGS,69,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B 1H7,636
Restaurant,HOT WINGS CHINESE RESTAURANT,1055,CANADIAN,PL,,Unit,115,MISSISSAUGA,ON,L4W 0C2,637
Restaurant,HOUSE OF PEPPER,1550,SOUTH GATEWAY,RD,,Unit,1G,MISSISSAUGA,ON,L4W 5G6,638
Restaurant,HUNGRY JACK,1650,DUNDAS,ST,E,Unit,6,MISSISSAUGA,ON,L4X 2Z3,639
Restaurant,HUSKY HOUSE,1553,SHAWSON,DR,,,,MISSISSAUGA,ON,L4W 1T7,640
Restaurant,HUSKY TRUCK STOP,6625,KENNEDY,RD,,,,MISSISSAUGA,ON,L5T 2W5,641
Restaurant,I LOVE PHO,848,BURNHAMTHORPE,RD,W,Unit,5,MISSISSAUGA,ON,L5C2S3,642
Restaurant,IDO CAFE,4099,ERIN MILLS,PKWY,,Unit,17,MISSISSAUGA,ON,L5L3P9,643
Restaurant,IFFATS A1-DONUTS,2150,BURNHAMTHORPE,RD,W,Unit,H-21,MISSISSAUGA,ON,L5L3A2,644
Restaurant,IL PORCELLINO ITALIAN RESTAURANT,6720,DAVAND,DR,,Unit,1-2,MISSISSAUGA,ON,L5T 2K7,645
Restaurant,IL TARTUFO RISTORANTE INC,7033,TELFORD,WAY,,Unit,8,MISSISSAUGA,ON,L5S1V4,646
Restaurant,IMPERIAL BUFFET,3120,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 4G1,647
Restaurant,INTERNATIONAL CENTRE,6900,AIRPORT,RD,,,,MISSISSAUGA,ON,L4V1E8,648
Restaurant,INTERNATIONAL SPORTS BAR AND EATERY,2480,CAWTHRA,RD,,Unit,1,MISSISSAUGA,ON,L5A2X2,649
Restaurant,IONA CATHOLIC S.S./STRANO CULINARY SERVICES LTD,2170,SOUTH SHERIDAN,WAY,,,,MISSISSAUGA,ON,L5J2M4,650
Restaurant,IRON CHEF JAPANESE STEAKHOUSE ASIAN CUISINE,4920,TOMKEN,RD,,Unit,5,MISSISSAUGA,ON,L4W 1J8,651
Restaurant,ISLAND PALACE,1125,DUNDAS,ST,E,Unit,12A,MISSISSAUGA,ON,L4Y 2C4,652
Restaurant,ITALIAN EXPRESS CAFE RESTAURANT,1151,EGLINTON,AVE,E,Unit,4,MISSISSAUGA,ON,L4W1K6,653
Restaurant,JACK ASTORS BAR AND GRILL,219,RATHBURN,RD,W,,,MISSISSAUGA,ON,,654
Restaurant,JACK ASTORS BAR AND GRILL,2967,ARGENTIA,RD,,Bldg,J,MISSISSAUGA,ON,,655
Restaurant,JACK ASTORS BAR AND GRILL,3047,VEGA,BLVD,,,,MISSISSAUGA,ON,,656
Restaurant,JADE DIM-SUM,2280,DIXIE,RD,,Unit,1A,MISSISSAUGA,ON,L4Y1Z4,657
Restaurant,JAGS FISH N CHIPS,6415,ERIN MILLS,PKWY,,Unit,3A,MISSISSAUGA,ON,L5N 4H4,658
Restaurant,JALSA,2555,ERIN CENTRE,BLVD,,Unit,34,MISSISSAUGA,ON,L5M5H1,659
Restaurant,JAM HOUSE SEAFOOD RESTAURANT,1425,DUNDAS,ST,E,Unit,3,MISSISSAUGA,ON,,660
Restaurant,JAN CHI,2580,SHEPARD,AVE,,Unit,F3,MISSISSAUGA,ON,L5A 4K3,661
Restaurant,JANG KANG RESTAURANT,257,DUNDAS,ST,E,Unit,8 & 9,MISSISSAUGA,ON,L5A 1W8,662
Restaurant,JEANIES BAR BISTRO,5977,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 1E8,663
Restaurant,JERUSALEM RESTAURANT,1280,MATHESON,BL,E,,,MISSISSAUGA,ON,L4W2Z7,664
Restaurant,JESSIES SANDWICHES,450,MATHESON,BLVD,E,Unit,50&51,MISSISSAUGA,ON,L4Z 1R5,665
Restaurant,JIMMY THE GREEK,100,CITY CENTRE,DR,,,1-137,MISSISSAUGA,ON,L5B2C9,666
Restaurant,JIMMY THE GREEK,5100,ERIN MILLS,PKWY,,Unit,FC005,MISSISSAUGA,ON,L5M 4Z5,667
Restaurant,JING THAI RESTAURANT,63,QUEEN,ST,S,Unit,1-3,MISSISSAUGA,ON,L5M3S9,668
Restaurant,JJ...JAPENESE,6485,MISSISSAUGA,RD,,Unit,3,MISSISSAUGA,ON,L5N 1A6,669
Restaurant,JJQS BILLIARDS & SNOOKER CLUB,3055,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5L3R8,670
Restaurant,JOES RESTAURANT,7050,BRAMALEA,RD,,Unit,31,MISSISSAUGA,ON,L5S1T1,671
Restaurant,JOHN ANDERSONS,1069,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C1C3,672
Restaurant,JOHNNY PANINIS ITALIAN SANDWICHES INC,6740,DAVAND,DR,,Unit,8,MISSISSAUGA,ON,L5T 2K9,673
Restaurant,JUDE RESTAURANT & CAFE,2273,DUNDAS,ST,W,Unit,6,MISSISSAUGA,ON,L5K 2L8,674
Restaurant,JUICE HEADZ,40,ANNAGEM,BLVD,,,,MISSISSAUGA,ON,L5T 2Y3,675
Restaurant,JUNG THAI RESTAURANT,105,DUNDAS,ST,E,,,MISSISSAUGA,ON,L5A1W7,676
Restaurant,JUST CATERING / LOYOLA CS,4010,SLADEVIEW,CRES,,,,MISSISSAUGA,ON,L5L 6B1,677
Restaurant,JUST CATERING FOOD SERVICES,7640,ANAKA,DR,,,,MISSISSAUGA,ON,L4T 3H7,678
Restaurant,JUST CATERING/FATHER MICHAEL GOETZ SS,330,CENTRAL PKY,,W,,,MISSISSAUGA,ON,L5B3K6,679
Restaurant,K K SUSHI JAPANESE RESTAURANT,5130,DIXIE,RD,,Unit,"6A,7",MISSISSAUGA,ON,L4W1C9,680
Restaurant,K-POCHA RESTAURANT,169,DUNDAS,ST,E,Unit,7,MISSISSAUGA,ON,L5A1W8,681
Restaurant,KABANA RESTAURANT & SWEETS,3435,EGLINTON,AVE,W,Unit,4,MISSISSAUGA,ON,,682
Restaurant,KALAS KITCHEN,1225,MATHESON,BLVD,E,Unit,1,MISSISSAUGA,ON,L4W 1Y9,683
Restaurant,KALYPSO HUT FAMILY RESTAURANT INC,1455,BRITANNIA,RD,E,Unit,1,MISSISSAUGA,ON,L4W1C7,684
Restaurant,KANDA JAPANESE RESTAURANT,2325,HURONTARIO,ST,,Unit,8910,MISSISSAUGA,ON,,685
Restaurant,KANDAHAR KABOB,5165,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L5T 1J6,686
Restaurant,KAOI SUSHI,888,DUNDAS,ST,E,Unit,F.6,MISSISSAUGA,ON,L4Y4G6,687
Restaurant,KARA MIA,5120,DIXIE,RD,,Unit,3 & 4,MISSISSAUGA,ON,L4W 4J7,688
Restaurant,KARACHI GRILL,3425,FIELDGATE,DR,,Unit,10,MISSISSAUGA,ON,L4X 2J4,689
Restaurant,KARACHI KITCHEN,6560,MEADOWVALE TOWN CENTRE,CIR,,Unit,1,MISSISSAUGA,ON,L5N 4B7,690
Restaurant,KELSEYS RESTAURANT,1485,AEROWOOD,DR,,,,MISSISSAUGA,ON,L4W 0C2,691
Restaurant,KELSEYS GRAND PARK,3970,GRAND PARK,DR,,,,MISSISSAUGA,ON,,692
Restaurant,KENNEDY CLUB,6235,KENNEDY,RD,,,,MISSISSAUGA,ON,,693
Restaurant,KENTUCKY FRIED CHICKEN,100,CITY CENTRE,DR,,Unit,2-102,MISSISSAUGA,ON,L5B 2C9,694
Restaurant,KENTUCKY FRIED CHICKEN,2690,ERIN CENTRE,BLVD,,Unit,A006,MISSISSAUGA,ON,L5M 5P5,695
Restaurant,KENTUCKY FRIED CHICKEN,6277,MISSISSAUGA,RD,,Unit,3,MISSISSAUGA,ON,L5N 1A5,696
Restaurant,KENTUCKY FRIED CHICKEN,6740,MEADOWVALE TOWN CENTRE,CIR,,Unit,C,MISSISSAUGA,ON,L5N 2R5,697
Restaurant,KENTUCKY FRIED CHICKEN #1346,3015,WINSTON CHURCHILL,BLVD,,,,MISSISSAUGA,ON,L5L 2V8,698
Restaurant,KENTUCKY FRIED CHICKEN/TACO BELL,5100,ERIN MILLS,PKWY,,Unit,F.5,MISSISSAUGA,ON,,699
Restaurant,KENZO RAMEN MISSISSAUGA,720,BURNHAMTHORPE,RD,W,Unit,1,MISSISSAUGA,ON,L5C3G1,700
Restaurant,KFC #1371,4559,HURONTARIO,ST,,Unit,A7,MISSISSAUGA,ON,L4Z3L9,701
Restaurant,KFC / TACO BELL #1396,2285,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5K 1T8,702
Restaurant,KFC/TACO BELL #1330,7161,GOREWAY,DR,,,,MISSISSAUGA,ON,L4T2T5,703
Restaurant,KHAN MURJAN CAFE,1675,THE CHASE,,,UNIT,17,MISSISSAUGA,ON,L5M 5Y7,704
Restaurant,KIM FOOK YUEN SEAFOOD B.B.Q. REST. INC.,3068,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B1N7,705
Restaurant,KING ASIAN RESTAURANT,2500,HURONTARIO,ST,,Unit,11,MISSISSAUGA,ON,L5B1N4,706
Restaurant,KOBE SIZZLERS,808,BRITANNIA,RD,W,UNIT,105,MISSISSAUGA,ON,L5V 2Y1,707
Restaurant,KOIS MEDITERRANEAN,5170,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L4W 1E3,708
Restaurant,KONKAN DELITE,3181,WOLFEDALE,RD,,Unit,1,MISSISSAUGA,ON,L5C 1V8,709
Restaurant,KOO KOO CHICKEN INC,1525,BRISTOL,RD,W,Unit,10,MISSISSAUGA,ON,L5M 4Z1,710
Restaurant,KRAVINGZ INC,1710,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J 1J5,711
Restaurant,KRAZZY GYRO,2121,DUNDAS,ST,E,UNIT,1,MISSISSAUGA,ON,L4X 1M3,712
Restaurant,KRISPY KREME DOUGHNUTS,5920,MAVIS,RD,,,,MISSISSAUGA,ON,L5V 2P5,713
Restaurant,KUNG FU DUCK,1177,CENTRAL PKY,,W,UNIT,57-58,MISSISSAUGA,ON,L5M 0A5,714
Restaurant,KURA SUSHI BAR,405,BRITANNIA,RD,E,Unit,110,MISSISSAUGA,ON,L4Z3E6,715
Restaurant,LA CASA DOLCE INC,755,QUEENSWAY,,E,Unit,1,MISSISSAUGA,ON,L4Y 4C5,716
Restaurant,LA CASTILLE STEAK HOUSE,2179,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1M3,717
Restaurant,LA PARMIGIANA ITALIAN EATERY,5484,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L4W2Z6,718
Restaurant,LA PREP,2325,MATHESON,BLVD,E,Unit,5,MISSISSAUGA,ON,L4W 5B3,719
Restaurant,LA SCALA RESTAURANT,2601,MATHESON,BLVD,E,Unit,1&2,MISSISSAUGA,ON,L4W5A8,720
Restaurant,LA STAZIONE ITALIAN BAKERY DELI & CAFE,6900,MILLCREEK,DR,,Unit,1,MISSISSAUGA,ON,L5N 6C1,721
Restaurant,LAC VIEN VIETNAMESE RESTAURANT,1580,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1L4,722
Restaurant,LAZAR FAMOUS DELI & BAKERY,325,CENTRAL PKY,,W,Unit,12,MISSISSAUGA,ON,,723
Restaurant,LAZEEZ SHAWARMA AND MEDITERRANEAN GRILL,5618,TENTH,LINE,W,Unit,E7,MISSISSAUGA,ON,L5M 7L9,724
Restaurant,LAZEEZ SHAWARMA AND MEDITERRANEAN GRILL,6085,CREDITVIEW,RD,,Unit,1002B,MISSISSAUGA,ON,L5V 2A8,725
Restaurant,LE ROYAL RESTO & LOUNGE,755,QUEENSWAY,,E,UNIT,116,MISSISSAUGA,ON,L4Y4C5,726
Restaurant,LEAO DOURO RESTAURANTE,920,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2B8,727
Restaurant,LEELAS ROTI & DOUBLES INC.,900,RATHBURN,RD,W,Unit,E1&2,MISSISSAUGA,ON,L5C 4L2,728
Restaurant,LEMONGRASS KITCHEN,1550,SOUTH GATEWAY,RD,,Unit,1C,MISSISSAUGA,ON,L4W5G6,729
Restaurant,LENAS ROTI & DOUBLES 2 INC,6990,FINANCIAL,DR,,Unit,6G,MISSISSAUGA,ON,L5V 2N1,730
Restaurant,LEZZET SHAWARMA FALAFEL HOUSE,4120,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L4W 4V8,731
Restaurant,LILYS PLACE LTD.,1381,LAKESHORE,RD,E,Unit,6,MISSISSAUGA,ON,L5E1G6,732
Restaurant,LION CITY RESTAURANT,1177,CENTRAL PKY,,W,Unit,A70,MISSISSAUGA,ON,L5C 4P3,733
Restaurant,LIONHEART BRITISH PUB & RESTAURANT,3221,DERRY,RD,W,Unit,24,MISSISSAUGA,ON,L5N 7L7,734
Restaurant,LITTLE CAESARS,4141,DIXIE,RD,,Unit,23B,MISSISSAUGA,ON,L4W 1V5,735
Restaurant,LIVE! CUISINE,4141,LIVING ARTS,DR,,,,MISSISSAUGA,ON,L5B4B8,736
Restaurant,LOBLAWS SUPERMARKET #1011,5010,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M 6J3,737
Restaurant,LONGOS,1891,RATHBURN,RD,E,,,MISSISSAUGA,ON,L4W 3Z3,738
Restaurant,LONGOS,3163,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L 2W1,739
Restaurant,LOTUS ISLAND VIETNAMESE EATERY,1381,LAKESHORE,RD,E,Unit,1,MISSISSAUGA,ON,L5E1G6,740
Restaurant,LOVELY SWEETS & RESTAURANT,7072,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T 2G8,741
Restaurant,LUCYS SEAFOOD KITCHEN & CAFE,6905,MILLCREEK,DR,,Unit,78,MISSISSAUGA,ON,L5N6A3,742
Restaurant,LUEN HING BARBECUE,888,DUNDAS,ST,E,Unit,F.1,MISSISSAUGA,ON,L4Y4G6,743
Restaurant,MAA SAGAR,40,BRISTOL,RD,E,Unit,2,MISSISSAUGA,ON,L4Z3K8,744
Restaurant,MACEYS RESTAURANT,780,BURNHAMTHORPE,RD,W,Unit,2B,MISSISSAUGA,ON,L5C3X3,745
Restaurant,MACYS DINER & DELICATESSEN,2257,ROYAL WINDSOR,DR,,Unit,B,MISSISSAUGA,ON,L5J1K5,746
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,1475,AEROWOOD,DR,,Unit,B02,MISSISSAUGA,ON,L4W 1C2,747
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,6550,MEADOWVALE TOWN CENTRE,CIR,,Unit,M-02A,MISSISSAUGA,ON,L5N 4B7,748
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,6990,FINANCIAL,DR,,Unit,G9,MISSISSAUGA,ON,L5N 8J4,749
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,815,BRITANNIA,RD,W,Unit,4,MISSISSAUGA,ON,L5V 2W1,750
Restaurant,MADE IN JAPAN TERIYAKI EXPERIENCE,960,SOUTHDOWN,RD,,Unit,C-2,MISSISSAUGA,ON,L5J 2Y4,751
Restaurant,MAMMA DS,4544,EASTGATE,PKWY,,,,MISSISSAUGA,ON,L4W 3W6,752
Restaurant,MAMMAS PIZZA,30,EGLINTON,AVE,W,Unit,3,MISSISSAUGA,ON,L5R 3E7,753
Restaurant,MAN DOO HYANG,169,DUNDAS,ST,E,,10 &12,MISSISSAUGA,ON,L5A1W8,754
Restaurant,MANCHU WOK,100,CITY CENTRE,DR,,Unit,1-135,MISSISSAUGA,ON,L5B 2C9,755
Restaurant,MANDARIN ERIN MILLS,3105,DUNDAS,ST,W,,101,MISSISSAUGA,ON,L5L3R8,756
Restaurant,MANDARIN RESTAURANT - MISSISSAUGA,87,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4Z 2Y5,757
Restaurant,MANGO RAIN GROUP INC,1714,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J5,758
Restaurant,MANGOES RESTAURANT AND BAR,2907,DERRY,RD,E,,,MISSISSAUGA,ON,L4T 1A6,759
Restaurant,MARCO POLO RESTOBAR,1971,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J6,760
Restaurant,MARCONI PIZZA 2001,3635,CAWTHRA,RD,,Unit,7,MISSISSAUGA,ON,L5A2Y5,761
Restaurant,MARIOS BBQ & GRILL,2500,HURONTARIO,ST,,UNIT,1,MISSISSAUGA,ON,L5B 1N4,762
Restaurant,MARKETPLACE #17423 / SHERIDAN COLLEGE-HAZEL MCCALLION CAMPUS,4180,DUKE OF YORK,BLVD,,,,MISSISSAUGA,ON,L5B 0G5,763
Restaurant,MARKETPLACE SECOND CUP,4553,HURONTARIO,ST,,Unit,E.2,MISSISSAUGA,ON,L4Z3M1,764
Restaurant,MARY BROWNS FAMOUS CHICKEN & TATERS,2400,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5K 2R8,765
Restaurant,MARY BROWNS FAMOUS CHICKEN AND TATERS,5067,DIXIE,RD,,Unit,2B,MISSISSAUGA,ON,L4W 5S6,766
Restaurant,MASALA BITES,660,EGLINTON,AVE,W,Unit,5B,MISSISSAUGA,ON,L5R 3V2,767
Restaurant,MASAMUNE JAPANESE RESTAURANT,5200,DIXIE,RD,,Unit,8,MISSISSAUGA,ON,L4W1E4,768
Restaurant,MASTER STEAKS RESTAURANT,5895,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1E8,769
Restaurant,MAXS DINER,975,MIDWAY,BLVD,,Unit,3A-D,MISSISSAUGA,ON,L5T2C6,770
Restaurant,MAZ MAZ SHAWARMA,5945,DIXIE,RD,,Unit,2,MISSISSAUGA,ON,L4W1E8,771
Restaurant,MAZAJ,1195,MEYERSIDE,DR,,,"2, 3",MISSISSAUGA,ON,L5T1H3,772
Restaurant,MAZAYA,5120,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L4W4J7,773
Restaurant,MCADAM PLACE RESTAURANT,5659,MCADAM,RD,,Unit,B.9,MISSISSAUGA,ON,L4Z 1N9,774
Restaurant,MCDONALDS,2965,EGLINTON,AVE,W,,,MISSISSAUGA,ON,,775
Restaurant,MCDONALDS,3025,CLAYHILL,RD,,,,MISSISSAUGA,ON,L5B 4L2,776
Restaurant,MCDONALDS,6650,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N 4B7,777
Restaurant,MCDONALDS RESTAURANT,1050,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y 2B8,778
Restaurant,MCDONALDS RESTAURANT,1256,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5V2B5,779
Restaurant,MCDONALDS RESTAURANT,1500,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L4,780
Restaurant,MCDONALDS RESTAURANT,1829,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J6,781
Restaurant,MCDONALDS RESTAURANT,2255,ERIN MILLS,PKWY,,Unit,1-C,MISSISSAUGA,ON,,782
Restaurant,MCDONALDS RESTAURANT,2500,HURONTARIO,ST,,Unit,6,MISSISSAUGA,ON,L5B1N4,783
Restaurant,MCDONALDS RESTAURANT,3510,DERRY,RD,E,,,MISSISSAUGA,ON,L4T3V7,784
Restaurant,MCDONALDS RESTAURANT,377,BURNHAMTHORPE,RD,E,Unit,51,MISSISSAUGA,ON,L5A 3Y1,785
Restaurant,MCDONALDS RESTAURANT,44,BRISTOL,RD,E,,,MISSISSAUGA,ON,L4Z3K8,786
Restaurant,MCDONALDS RESTAURANT,5310,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1E3,787
Restaurant,MCDONALDS RESTAURANT,5636,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M6B1,788
Restaurant,MCDONALDS RESTAURANT,5995,MAVIS,RD,,,,MISSISSAUGA,ON,L5R3T7,789
Restaurant,MCDONALDS RESTAURANT,601,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H9,790
Restaurant,MCDONALDS RESTAURANT,6410,MILLCREEK,DR,,,,MISSISSAUGA,ON,L5N 3E7,791
Restaurant,MCDONALDS RESTAURANT,670,EGLINTON,AVE,W,Unit,1,MISSISSAUGA,ON,L5R 3V2,792
Restaurant,MCDONALDS RESTAURANT,7050,MCLAUGHLIN,RD,,Bldg,D,MISSISSAUGA,ON,,793
Restaurant,MCDONALDS RESTAURANT,796,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C2R9,794
Restaurant,MCDONALDS RESTAURANT,930,DERRY,RD,E,,,MISSISSAUGA,ON,L5T 2X6,795
Restaurant,MCDONALDS RESTAURANT -  WAL-MART,3155,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8E1,796
Restaurant,MCDONALDS RESTAURANT - WAL-MART,100,CITY CENTRE,DR,,Unit,2-102,MISSISSAUGA,ON,L5B 2C9,797
Restaurant,MCDONALDS RESTAURANT - WAL-MART,2150,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5L3A2,798
Restaurant,MCDONALDS,800,MATHESON,BLVD,W,,,MISSISSAUGA,ON,L5V 2N6,799
Restaurant,MCDONALDS RESTAURANT,2800,SKYMARK,AVE,,Unit,4,MISSISSAUGA,ON,L4W5A6,800
Restaurant,MEDITERRANEAN VILLAGE INC,4188,LIVING ARTS,DR,,Unit,4,MISSISSAUGA,ON,L5B 0H7,801
Restaurant,MENCHIES,2690,ERIN CENTRE,BLVD,,UNIT,A003,MISSISSAUGA,ON,L5M 5P5,802
Restaurant,MESH PERI PERI GRILL,5955,LATIMER,DR,,Unit,1-B,Mississauga,ON,L5V 0B7,803
Restaurant,MIA ITALIAN RESTAURANT,1885,DREW,RD,,Unit,2,MISSISSAUGA,ON,L5S1J5,804
Restaurant,MICHAELS BACK DOOR RESTAURANT,1715,LAKESHORE,RD,W,UNIT,3,MISSISSAUGA,ON,L5J 1J4,805
Restaurant,MICROSOFT - MEADOWVALE #23454,1950,MEADOWVALE,BLVD,,,,MISSISSAUGA,ON,L5N 8L9,806
Restaurant,MIDWAY INVADER,6809,INVADER,CRES,,,,MISSISSAUGA,ON,L5T 2B7,807
Restaurant,MIDWAYS RESTAURANT,1230,MIDWAY,BLVD,,Unit,101,MISSISSAUGA,ON,L5T 2B8,808
Restaurant,MIGA KOREAN RESTAURANT,2382,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K 1R7,809
Restaurant,MILESTONES,3051,VEGA,BLVD,,,,MISSISSAUGA,ON,L5L 5Y3,810
Restaurant,MILESTONES RESTAURANT,730,MATHESON,BL,W,,,MISSISSAUGA,ON,L4W2V3,811
Restaurant,MILLION DOLLAR RESTAURANT,7222,TORBRAM,RD,,,,MISSISSAUGA,ON,L4T 3V2,812
Restaurant,MING ROOM,6461,MISSISSAUGA,RD,,Unit,1&3,MISSISSAUGA,ON,L5N 1A6,813
Restaurant,MING WOK CHINESE FOOD,4141,DIXIE,RD,,Unit,45,MISSISSAUGA,ON,L4W 1V5,814
Restaurant,MINGS NOODLES,1133,DUNDAS,ST,E,Unit,1,MISSISSAUGA,ON,L4Y2C3,815
Restaurant,MINGOS BAR & GRILL,845,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E 1C9,816
Restaurant,MISSISSAUGA SWEETS AND CATERING,7033,TELFORD,WAY,,Unit,13,MISSISSAUGA,ON,L5S 1V4,817
Restaurant,MIZUKI GRILL TERIYAKI INC.,3021,ARGENTIA,RD,,Unit,4,MISSISSAUGA,ON,L5N 8P7,818
Restaurant,MOGA MEAT SHOP & GROCERY,7178,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T 2H2,819
Restaurant,MOGAS PIZZA,7205,GOREWAY,DR,,Unit,30,MISSISSAUGA,ON,L4T2T9,820
Restaurant,MOLISANA BAKERY,1474,PICKWICK,DR,,Unit,1,MISSISSAUGA,ON,L5N2G2,821
Restaurant,MOMIJI JAPANESE FINE DINING,1801,LAKESHORE,RD,W,Unit,04-05,MISSISSAUGA,ON,L5J1J6,822
Restaurant,MONDELLO RISTORANTE INC,127,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1K9,823
Restaurant,MONGOLIAN HOT POT #3,1100,BURNHAMTHORPE,RD,W,Unit,17-19,MISSISSAUGA,ON,L5C4G4,824
Restaurant,MONTANAS  COOKHOUSE,3065,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8E1,825
Restaurant,MONTANAS COOKHOUSE,1495,AEROWOOD,DR,,,,MISSISSAUGA,ON,,826
Restaurant,MONTANAS COOKHOUSE & BAR,60,COURTNEYPARK,DR,E,Bldg,G,MISSISSAUGA,ON,L5T 2Y3,827
Restaurant,MONTANAS COOKHOUSE SALOON,5031,HURONTARIO,ST,,,,MISSISSAUGA,ON,L4Z 3X7,828
Restaurant,MONTFORT RESTAURANT,60,DUNDAS,ST,E,Unit,1,MISSISSAUGA,ON,L5A 1W4,829
Restaurant,MONTREAL DELICATESSEN FAMILY RESTAURANT,2055,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X2V9,830
Restaurant,MOON SUSHI JAPANESE RESTAURANT,1900,FOWLER,DR,,Unit,108,MISSISSAUGA,ON,,831
Restaurant,MOONRICE TAKE-OUT & CATERING,3050,CONFEDERATION,PKWY,,Unit,109,MISSISSAUGA,ON,L5B3Z6,832
Restaurant,MORNINGSTAR CAFE,2085,HURONTARIO,ST,,Unit,110,MISSISSAUGA,ON,L5A4G1,833
Restaurant,MOTIVITY CAFE AND LOUNGE,2565,ARGENTIA,RD,,,,MISSISSAUGA,ON,,834
Restaurant,MOXIES CLASSIC GRILL,2959,ARGENTIA,RD,,Bldg,B,MISSISSAUGA,ON,L5N 0A2,835
Restaurant,MOXIES GRILL / BAR,75,ANNAGEM,BLVD,,,,MISSISSAUGA,ON,L5T 2Y3,836
Restaurant,MOXIES GRILL/BAR,100,CITY CENTRE,DR,,UNIT,2-730,MISSISSAUGA,ON,L5B2C9,837
Restaurant,MR GREEK EXPRESS,3021,ARGENTIA,RD,,Unit,P1,MISSISSAUGA,ON,L5N 8P7,838
Restaurant,MR SUB,3417,DERRY,RD,E,Unit,2,MISSISSAUGA,ON,L4T1A8,839
