COMPLEX ID,Character Area,Z-Area,Street Number,Street Name,Designation,Zoning,Complex Name,Site Area (ha),Site Area (acre),Total Parking,GFA Residential (m2),GFA Residential (ft2),GFA Retail (m2),GFA Retail (ft2),GFA Total (m2),GFA Total (ft2),Building Type,Tenure Residential,Townhouse Blocks,Storeys Total,Number Of Residential Units,Number Of Retail Units,Density (Unit/Ha),Density (Unit/Acre),FSI,OBJECTID
444,Sheridan NHD,18,26162626,Woodchester Dr,Medium Density,RM4,,1.71,4.225502,90,8619,92774.143820,0,0,8619,92774.143820,Townhouse,RNTL,4,2,71,0,42,17,0.504035,180
449,Sheridan NHD,18,2125-2165,Sheridan Park Dr,High Density,RA1-18,Brooks Cooperative Homes,2,4.942108,110,10361,111524.875800,0,0,10361,111524.875800,Townhouse,COOP-FED,5,3,85,0,42,17,0.518050,181
461,Erindale NHD,16,1051,Cedarglen Gate,Medium Density,RM4,,1.79,4.423186,138,8939,96218.595150,0,0,8939,96218.595150,Townhouse,PCC,8,3,61,0,34,14,0.499385,182
462,Erindale NHD,16,900,Dundas St W,Medium Density,RM4,Partridge Place,0.83,2.050975,59,7747,83388.013950,0,0,7747,83388.013950,Townhouse,PCC,5,3,26,0,31,13,0.933373,183
463,East Credit NHD,38E,1400,Bristol Rd W,Medium Density,RM4,Fletchers Creek (Tornat Co-Op),2.3,5.683424,79,8454,90998.098610,0,0,8454,90998.098610,Townhouse,COOP-ROP,12,2,79,0,34,14,0.367565,184
464,Erindale NHD,17,1432-1488,Credit Woodlands Crt,Medium Density,RM5-2,Valley Square,0.595,1.470277,42,3900,41979.250600,0,0,3900,41979.250600,Townhouse,Freehold,3,3,20,0,34,14,0.655462,185
465,Erindale NHD,16,1219-1274,Cornerbrook Pl,Medium Density,RM5,Mississauga Place,1,2.471054,90,7000,75347.372870,0,0,7000,75347.372870,Townhouse,Freehold,6,3,45,0,45,18,0.700000,186
466,Erindale NHD,16,1021/1020,Cedarglen Gate,Medium Density,RM4,Cedarglen Place,1.26,3.113528,98,5262,56639.696580,0,0,5262,56639.696580,Townhouse,PCC,5,3,42,0,33,13,0.417619,187
469,Erindale NHD,"16, 17",1284-1322/2608-2631/1346-1420,Wiltshire Lane/Bridlewood Crt/Credit Woodlands Crt,Medium Density,RM5-2,Mississauga Place ,2.1449,5.300163,176,13600,146389.181600,0,0,13600,146389.181600,Townhouse,COOP-FED,13,3,88,0,41,17,0.634062,188
473,Lakeview NHD,6,1616,Haig Blvd,Medium Density,RM4,,1.15,2.841712,113,,,0,0,,,Townhouse,PCC,4,3,50,0,43,18,,189
485,Lakeview NHD,6,1211-1241,Parkwest Pl,High Density,RM9-2,The West Village,0.81,2.001554,109,6820,73409.869000,0,0,6820,73409.869000,Townhouse,PCC,4,2,56,0,69,28,0.841975,190
487,Lakeview NHD,6,1194-1246,Upper Village Dr,High Density,RM9-2,The West Village,0.557,1.376377,56,3421,36823.337510,0,0,3421,36823.337510,Townhouse,PCC,4,3,24,0,43,17,0.614183,191
490,Lakeview NHD,6,1194-1246,West Shore Dr,High Density,RM9-2,The West Village,0.4842,1.196484,56,3225,34713.611070,0,0,3225,34713.611070,Townhouse,PCC,4,3,24,0,50,20,0.666047,192
492,Lakeview NHD,6,1223-1277,Woodhill Crt,Medium Density,RM5-10,,0.34,0.840158,,,,0,0,,,Townhouse,COOP-FED,4,3,16,0,47,19,,193
497,DT Fairview,22,60,Hanson Rd,Medium Density,RM4,Hampton Oaks,4.16,10.279584,327,18580,199993.455400,0,0,18580,199993.455400,Townhouse,PCC,19,3,145,0,35,14,0.446635,194
499,DT Fairview,22,2-22,Hanson Rd,Medium Density,RM5,Hanson Road Townhouses,0.29,0.716606,22,2037,21926.085510,0,0,2037,21926.085510,Townhouse,Freehold,4,2,11,0,38,15,0.702414,195
520,Mineola NHD,7,20,Mineola Rd E,Medium Density,RM4,Craigie Orchard,3.78,9.340583,176,20089,216236.196200,0,0,20089,216236.196200,Townhouse,PCC,16,2,102,0,27,11,0.531455,196
521,Mineola NHD,7,150,South Service Rd,Medium Density,RM4,Colonial Woods,1.94,4.793844,113,10060,108284.938700,0,0,10060,108284.938700,Townhouse,PCC,6,2,48,0,25,10,0.518557,197
522,Clarkson - Lorne Park NHD,3,915,Inverhouse Dr,Medium Density,RM4,,2.14,5.288055,202,10270,110545.359900,0,0,10270,110545.359900,Townhouse,PCC,5,3,85,0,40,16,0.479907,198
523,Clarkson - Lorne Park NHD,11,2687,Bromsgrove Rd,Medium Density,RM4,,0.49,1.210816,39,1216,13088.915060,0,0,1216,13088.915060,Townhouse,PCC,2,2,17,0,35,14,0.248163,199
524,Clarkson - Lorne Park NHD,11,2688,Bromsgrove Rd,Medium Density,RM4,,0.52,1.284948,43,1356,14595.862520,0,0,1356,14595.862520,Townhouse,PCC,2,2,19,0,37,15,0.260769,200
525,Clarkson - Lorne Park NHD,11,2395,Bromsgrove Rd,Medium Density,RM4,King Arthurs Court,1.94,4.793844,100,,,0,0,,,Townhouse,PCC,9,3,79,0,41,16,,201
526,Clarkson - Lorne Park NHD,11,2315,Bromsgrove Rd,Medium Density,RM4,,3.4,8.401583,178,16953,182480.573200,0,0,16953,182480.573200,Townhouse,PCC,13,3,142,0,42,17,0.498618,202
527,Clarkson - Lorne Park NHD,11,2340,Bromsgrove Rd,Medium Density,RM4,Seagrove Gardens,1.67,4.12666,86,7935,85411.629100,0,0,7935,85411.629100,Townhouse,PCC,10,3,66,0,40,16,0.475150,203
528,Clarkson - Lorne Park NHD,11,2380,Bromsgrove Rd,Medium Density,RM4,,1.74,4.299634,167,8602,92591.157350,0,0,8602,92591.157350,Townhouse,PCC,8,2,74,0,43,17,0.494368,204
529,Clarkson - Lorne Park NHD,11,2440,Bromsgrove Rd,Medium Density,RM4,,4.25,10.501979,243,,,0,0,,,Townhouse,PCC,13,3,180,0,42,17,,205
531,Clarkson Village CN,10,1160,Walden Cir,Medium Density,RM4,Walden Spinney,0.89,2.199238,42,2804.760000,30190.185360,0,0,2804.760000,30190.185360,Townhouse,PCC,2,3,18,0,20,8,0.315142,206
534,Clarkson - Lorne Park NHD,10,969-1039/1438-1454,Zante Cres/Zante Crt,Medium Density,RM5,,0.65,1.606185,126,3265,35144.167490,0,0,3265,35144.167490,Townhouse,Freehold,0,2,63,0,97,39,0.502308,207
537,Clarkson - Lorne Park NHD,10,1401-1502,Andros Blvd,Medium Density,RM5-3,,1.14,2.817001,102,4895,52689.341460,0,0,4895,52689.341460,Townhouse,Freehold,6,2,52,0,46,18,0.429386,208
539,Clarkson - Lorne Park NHD,10,1422-1434,Lefkas Crt,Medium Density,RM5-3,,0.54,1.334369,8,1841,19816.359060,0,0,1841,19816.359060,Townhouse,Freehold,1,2,4,0,7,3,0.340926,209
540,Clarkson - Lorne Park NHD,10,1069-1270,Kos Blvd,Medium Density,RM5-3,,1.59,3.928976,100,5010,53927.191150,0,0,5010,53927.191150,Townhouse,Freehold,6,3,50,0,31,13,0.315094,210
545,Clarkson - Lorne Park NHD,10,1394-1414,Nesdale Crt,Medium Density,RM5-3,,0.25,0.617763,22,1443,15532.322720,0,0,1443,15532.322720,Townhouse,Freehold,1,2,11,0,44,18,0.577200,211
546,Clarkson - Lorne Park NHD,9,993-1075,Raintree Lane,Medium Density,RM5-3,,0.802,1.981785,66,,,0,0,,,Townhouse,Freehold,5,2,33,0,41,17,,212
550,Clarkson - Lorne Park NHD,9,624-658,Sweetwater Pl,Medium Density,RM5-3,,0.34,0.840158,22,,,0,0,,,Townhouse,Freehold,2,2,11,0,32,13,,213
551,Clarkson - Lorne Park NHD,9,1076-1100,Bordeaux Crt,Medium Density,RM5-3,,0.35,0.864869,24,1309,14089.958730,0,0,1309,14089.958730,Townhouse,Freehold,2,2,12,0,34,14,0.374000,214
552,Clarkson - Lorne Park NHD,9,783-855,Sweetwater Cres,Medium Density,RM5-3,,0.81,2.001554,62,3948,42495.918300,0,0,3948,42495.918300,Townhouse,Freehold,1,2,31,0,38,15,0.487407,215
556,Clarkson - Lorne Park NHD,11,2170,Bromsgrove Rd,High Density,RM9,The Bromsgate,3.79,9.365294,279,24600,264792.196100,0,0,24600,264792.196100,Townhouse,PCC,7,4,186,0,49,20,0.649077,216
561,Clarkson - Lorne Park NHD,9,1100,Queen St W,Medium Density,RM4,Lorne Park Woods Estates,1.32,3.261791,163,5596,60234.842650,0,0,5596,60234.842650,Townhouse,PCC,5,3,37,0,28,11,0.423939,217
569,Hurontario NHD,36W,36,Clansman Tr,Medium Density,RM4,Sandalwood,0.29,0.716606,37,1972,21226.431330,0,0,1972,21226.431330,Townhouse,PCC,2,3,16,0,55,22,0.680000,218
576,Hurontario NHD,37W,666,Constellation Dr,Medium Density,RM4,,1.53,3.780712,122,6596,70998.753060,0,0,6596,70998.753060,Townhouse,PCC,8,2,53,0,35,14,0.431111,219
584,Hurontario NHD,37E,5236-5252,Fairwind Dr,Medium Density,RM5,,0.22,0.543632,18,,,0,0,,,Townhouse,Freehold,1,2,9,0,41,17,,220
657,Port Credit NHD (West),9,1050,Shawnmarr Rd,Medium Density,RM4-22,Balsam Woods,3.82,9.439426,420,,,0,0,,,Townhouse,PCC,14,3,163,0,43,17,,221
658,Hurontario NHD,36W,5303-5344/60-66,Ferret Crt/Clansman Tr,Medium Density,RM5,,0.613,1.514756,44,4620,49729.266090,0,0,4620,49729.266090,Townhouse,Freehold,5,3,22,0,36,15,0.753670,222
664,Hurontario NHD,36W,235,Forum Dr,Medium Density,RM4,Villa Esperanza Non-Profit,2.318,5.727903,235,10764,115862.731700,0,0,10764,115862.731700,Townhouse,RNTL-PRIVNP,18,3,102,0,44,18,0.464366,223
668,Hurontario NHD,37E,249-301,Hollymount Dr,Medium Density,RM5,,0.7457,1.842665,81,3386.760000,36454.781220,0,0,3386.760000,36454.781220,Townhouse,Freehold,4,2,35,0,47,19,0.454172,224
669,Erin Mills NHD,24,3380,South Millway,Medium Density,RM4,Collegeway Gardens,2.31,5.708134,182,,,0,0,,,Townhouse,PCC,11,2,79,0,34,14,,225
672,Hurontario NHD,37W,5270-5317,Longhouse Cres,Medium Density,RM5,,0.49,1.210816,32,2348,25273.661640,0,0,2348,25273.661640,Townhouse,Freehold,3,2,16,0,33,13,0.479184,226
673,UTM SPA,24,3349,Mississauga Rd,Institutional,I-5,Erindale College Student,1.56,3.854844,,2638,28395.195660,0,0,2638,28395.195660,Townhouse,Residential Institution,11,2,246,0,158,64,0.169103,227
683,Hurontario NHD,36W,436-456,Nahani Way,Medium Density,RM5,,0.28,0.691895,22,,,0,0,,,Townhouse,Freehold,1,2,11,0,39,16,,228
684,Meadowvale NHD,46W,6260,Montevideo Rd,Medium Density,RM4,,2.31,5.708134,184,9142,98403.668970,0,0,9142,98403.668970,Townhouse,RNTL-PRIVNP,12,3,80,0,35,14,0.395758,229
685,Meadowvale NHD,54W,7340,Copenhagen Rd,Medium Density,RM4,,1.84,4.546739,142,,,0,0,,,Townhouse,PCC,9,3,63,0,34,14,,230
686,East Credit NHD,30,4649-4663,Penhallow Rd,Medium Density,RM5,Trengrove Development,2.5,6.177635,16,1500,16145.865620,0,0,1500,16145.865620,Townhouse,Freehold,1,2,8,0,3,1,0.060000,231
687,Hurontario NHD,37W,5245-5379,Richborough Dr,Medium Density,RM5,,2.52,6.227056,188,,,0,0,,,Townhouse,Freehold,12,2,94,0,37,15,,232
689,Erin Mills NHD,32,2766,Folkway Dr,Medium Density,RM4,Folkway Woods of Erin Mills,2.97,7.33903,236,13062,140598.197800,0,0,13062,140598.197800,Townhouse,PCC,19,2,102,0,34,14,0.439798,233
690,Erin Mills NHD,24,3460,South Millway,Medium Density,RM4,,1.43,3.533607,111,6021,64809.504580,0,0,6021,64809.504580,Townhouse,PCC,8,2,48,0,34,14,0.421049,234
691,Erin Mills NHD,25,2155,South Millway,Medium Density,RM4,Daniels Townhouses,2.63,6.498872,190,13200,142083.617400,0,0,13200,142083.617400,Townhouse,PCC,10,2,82,0,31,13,0.501901,235
693,Hurontario NHD,37W,5676-5701,Shillington Dr,Low Density II,RM5,,0.54,1.334369,46,3800,40902.859560,0,0,3800,40902.859560,Townhouse,Freehold,3,2,23,0,43,17,0.703704,236
694,Hurontario NHD,37W,550,Steddick Crt,Medium Density,RM4,,1.24,3.064107,134,6049,65110.894070,0,0,6049,65110.894070,Townhouse,PCC,6,2,52,0,42,17,0.487823,237
695,Mississauga Valleys NHD,21,725,Vermouth Ave,Medium Density,RM4,,1.67,4.12666,131,7246,77995.294830,0,0,7246,77995.294830,Townhouse,PCC,9,2,58,0,35,14,0.433892,238
701,Creditview NHD,30,4097-4153,Melia Dr,Low Density II,RM5-6,,1.01,2.495764,28,,,0,0,,,Townhouse,Freehold,1,2,14,0,14,6,,239
702,Erindale NHD,16,1039/2575,Cedarglen Gate/Parmeer Dr,Medium Density,RM4,Glengarry Gardens,1.08,2.668738,82,13318,143353.758800,0,0,13318,143353.758800,Townhouse,PCC,5,2,36,0,33,13,1.233148,240
704,Clarkson Village CN,10,1180,Walden Cir,Medium Density,RM4,Walden Spinney Phase IV,0.93,2.29808,69,4277,46037.244820,0,0,4277,46037.244820,Townhouse,PCC,5,2,29,0,31,13,0.459892,241
705,Erin Mills NHD,24,2079,The Collegeway,Medium Density,RM4,South College Estates,3.04,7.512004,243,13053,140501.322600,0,0,13053,140501.322600,Townhouse,PCC,18,2,105,0,35,14,0.429375,242
709,Erin Mills NHD,25,31253079,Fifth Line West,Medium Density,RM4,Village South Townhouses,2.26,5.584582,206,8863,95400.537960,0,0,8863,95400.537960,Townhouse,PCC,18,2,160,0,71,29,0.392168,243
719,Hurontario NHD,37E,75,Strathaven Dr,Medium Density,RM4,,1.0423,2.575579,138,6970,75024.455560,0,0,6970,75024.455560,Townhouse,PCC,8,3,60,0,58,23,0.668713,244
739,Clarkson Village CN,10,102010601080,Walden Cir,Medium Density,RM4,,2.86,7.067214,242,,,0,0,,,Townhouse,PCC,16,3,112,0,39,16,,245
741,Clarkson Village CN,10,1200,Walden Cir,Medium Density,RM4,Walden Spinney Phase IV-III,0.98,2.421633,49,9853,106056.809300,0,0,9853,106056.809300,Townhouse,PCC,5,2,33,0,34,14,1.005408,246
747,Cooksville NHD (East),14,2035,Asta Dr,Medium Density,RM4,Astra Park,2.23,5.51045,198,9427,101471.383400,0,0,9427,101471.383400,Townhouse,PCC,7,3,88,0,39,16,0.422735,247
794,Erin Mills NHD,31,2097-2111,Farrier Mews,Low Density II,RM5,Townwood Homes,0.26,0.642474,18,1076,11581.967600,0,0,1076,11581.967600,Townhouse,Freehold,2,2,8,0,31,12,0.413846,248
795,Erin Mills NHD,31,4040-4064,Farrier Crt,Low Density II,RM5,Townwood Homes,0.36,0.889579,32,1729,18610.801100,0,0,1729,18610.801100,Townhouse,Freehold,2,2,9,0,25,10,0.480278,249
796,Erin Mills NHD,31,4035-4051,Farrier Crt,Low Density II,RM5,Townwood  Homes,0.26,0.642474,25,1469,15812.184390,0,0,1469,15812.184390,Townhouse,Freehold,2,2,7,0,27,11,0.565000,250
806,Meadowvale NHD,46W,2572-2607,Inlake Crt,Medium Density,RM5,,0.912,2.253601,64,1276,13734.749680,0,0,1276,13734.749680,Townhouse,Freehold,2,2,32,0,35,14,0.139912,251
814,Meadowvale NHD,46W,5931-6054,Chidham Cres,Medium Density,RM5,,1.97,4.867976,209,10521,113247.101400,0,0,10521,113247.101400,Townhouse,Freehold,11,2,83,0,42,17,0.534061,252
827,Rathwood NHD,28,525,Meadows Blvd,Medium Density,RM4,Forestview Village,2.63,6.498872,180,9085,97790.126070,0,0,9085,97790.126070,Townhouse,PCC,10,2,75,0,29,12,0.345437,253
834,Mississauga Valleys NHD,21,1330,Mississauga Valley Blvd,Medium Density,RM9,,1.42,3.508896,90,9702,104431.458800,0,0,9702,104431.458800,Townhouse,PCC,7,3,72,0,51,21,0.683239,254
838,Applewood NHD,20,3130,Queen Frederica Dr,Medium Density,RM4,,0.6,1.482632,28,,,0,0,,,Townhouse,RNTL-PNP,2,2,21,0,35,14,,255
848,Hurontario NHD,37E,80,Strathaven Dr,Medium Density,RM4,,1.29,3.187659,184,9444,101654.369900,0,0,9444,101654.369900,Townhouse,PCC,11,3,80,0,62,25,0.732093,256
850,Port Credit NHD (West),9,1055,Shawnmarr Rd,Medium Density,RM4-22,,5,12.355269,442,,,0,0,,,Townhouse,PCC,15,3,221,0,44,18,,257
873,Clarkson - Lorne Park NHD,9,1026-1036,Serdica Crt,Low Density II,RM5-3,,0.14,0.345948,12,,,0,0,,,Townhouse,Freehold,1,2,6,0,43,17,,258
874,Hurontario NHD,29,4635,Regents Terr,Medium Density,RM4,,2.93,7.240188,211,14597,157120.800300,0,0,14597,157120.800300,Townhouse,PCC,12,3,91,0,31,13,0.498191,259
876,Hurontario NHD,37W,5679-5711,Talaton Tr,Low Density II,RM5,,0.66,1.630896,54,,,0,0,,,Townhouse,Freehold,3,2,27,0,41,17,,260
877,Clarkson Village CN,10,1010,Walden Cir,Medium Density,RM4,,0.327,0.808035,35,,,0,0,,,Townhouse,PCC,2,3,14,0,43,17,,261
878,Erin Mills NHD,24,35003510,South Millway,Medium Density,RM4,Village North,4.315,10.662597,326,17235,185515.995900,0,0,17235,185515.995900,Townhouse,PCC,20,2,141,0,33,13,0.399421,262
880,Hurontario NHD,36W,320365400,Tailfeather Cres,Medium Density,RM5,,1.04,2.569896,78,,,0,0,,,Townhouse,Freehold,4,2,39,0,38,15,,263
882,Hurontario NHD,28,4784-4798,Full Moon Cir,Low Density II,RM5-7,,0.19,0.4695,16,1430,15392.391890,0,0,1430,15392.391890,Townhouse,Freehold,1,2,8,0,42,17,0.752632,264
884,Erin Mills NHD,24,3420,South Millway,Medium Density,RM4,The Enclave,2.33,5.757555,187,11320,121847.465800,0,0,11320,121847.465800,Townhouse,PCC,10,2,71,0,30,12,0.485837,265
885,Erin Mills NHD,25,2205,South Millway,Medium Density,RM4,Bellair Phase 11,3.83,9.464136,276,19038,204923.326400,0,0,19038,204923.326400,Townhouse,PCC,13,2,120,0,31,13,0.497076,266
886,Hurontario NHD,36W,5020,Delaware Dr,Medium Density,RM4,,1.49,3.68187,125,7100,76423.763910,0,0,7100,76423.763910,Townhouse,PCC,8,2,54,0,36,15,0.476510,267
893,Central Erin Mills NHD,31,1725,The Chase,Medium Density,RM4,,3.93,9.711241,408,17133,184418.077100,0,0,17133,184418.077100,Townhouse,PCC,15,2,102,0,26,11,0.435954,268
902,Hurontario NHD,29,4618-4740,Westbourne Terr,Medium Density,RM5,,1.2,2.965265,106,7800,83958.501200,0,0,7800,83958.501200,Townhouse,Freehold,6,2,53,0,44,18,0.650000,269
909,Hurontario NHD,29,343-364,Royal Mason Crt,Medium Density,RM5,,0.45,1.111974,28,,,0,0,,,Townhouse,Freehold,2,2,14,0,31,13,,270
912,Hurontario NHD,37E,500,Silverthorne Cres,Medium Density,RM5,,0.23,0.568342,18,1458.800000,15702.392510,0,0,1458.800000,15702.392510,Townhouse,Freehold,3,2,9,0,39,16,0.634261,271
913,East Credit NHD,38W,5014-5057,Rundle Crt,Medium Density,RM5,Rundle Court,1.23,3.039396,68,,,0,0,,,Townhouse,Freehold,10,3,34,0,28,11,,272
914,Sheridan NHD,18,2355,Fifth Line West,Medium Density,RM4,Loyalist Creek,1.73,4.274923,153,8992,96789.082410,0,0,8992,96789.082410,Townhouse,PCC,11,2,66,0,38,15,0.519769,273
915,Central Erin Mills NHD,32,4539-4602,Bay Villa Ave,Medium Density,RM5,,1.4,3.459475,122,9713,104549.861800,0,0,9713,104549.861800,Townhouse,Freehold,11,2,54,0,39,16,0.693786,274
917,Central Erin Mills NHD,32,2645-2800,Lindholm Cres,Medium Density,RM5,,2.5,6.177635,202,15000,161458.656200,0,0,15000,161458.656200,Townhouse,Freehold,22,2,101,0,40,16,0.600000,275
924,Central Erin Mills NHD,32,2275,Credit Valley Rd,Medium Density,RM4,The Avenues,3.63,8.969925,362,15864,170758.674700,0,0,15864,170758.674700,Townhouse,PCC,17,2,118,0,33,13,0.437025,276
927,South Common CN,25,2199,Burnhamthorpe Rd W,Medium Density,RM4-2,Eagle Ridge Townhouses,4.22,10.427847,230,14333,154279.127900,0,0,14333,154279.127900,Townhouse,PCC,13,2,100,0,24,10,0.339645,277
928,Central Erin Mills NHD,31,1724,The Chase,Medium Density,RM4,,2.04,5.04095,184,7907,85110.239610,0,0,7907,85110.239610,Townhouse,PCC,8,2,46,0,23,9,0.387598,278
932,Central Erin Mills NHD,32,4605,Donegal Dr,Medium Density,RM4,Lionsgate Condominium Residences,1.03,2.545185,81,5014,53970.246800,0,0,5014,53970.246800,Townhouse,PCC,4,3,35,0,34,14,0.486796,279
935,Erin Mills NHD,59,3600,Colonial Dr,Medium Density,RM4,Winston Churchill Townes,3.64,8.994636,417,16869,181576.404700,0,0,16869,181576.404700,Townhouse,PCC,17,2,126,0,35,14,0.463434,280
