BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Take Out Only,GATEWAY #541 (O/A CAFE ON THE GO),33,CITY CENTRE,DR,,Unit,147,MISSISSAUGA,ON,L5B 2N5,1602,-79.6386312,43.5948056
Take Out Only,GATEWAY ON THE GO,201,CITY CENTRE,DR,,Unit,106,MISSISSAUGA,ON,L5B2T4,1603,-79.6414384,43.5891199
Take Out Only,GAZEBO SWEETS AND CATERING,626,BLOOR,ST,,Unit,4,MISSISSAUGA,ON,L5A3V9,1604,-79.6114314,43.5992996
Take Out Only,GINOS PIZZA,1151,DUNDAS,ST,W,Unit,36,MISSISSAUGA,ON,L5C1C6,1605,-79.6449474,43.5567463
Take Out Only,GINOS PIZZA,136,QUEEN,ST,S,Unit,4,MISSISSAUGA,ON,L5M1K8,1606,-79.7164999,43.5828713
Take Out Only,GINOS PIZZA,2200,EGLINTON,AVE,W,UNIT,16,MISSISSAUGA,ON,L5M 2N1,1607,-79.7024745,43.5596019
Take Out Only,GINOS PIZZA,3221,DERRY,RD,W,Unit,7,MISSISSAUGA,ON,L5N7L7,1608,-79.7781855,43.5830933
Take Out Only,GINOS PIZZA,377,BURNHAMTHORPE,RD,E,Unit,4A,MISSISSAUGA,ON,L5A 3Y1,1609,-79.6266994,43.6026272
Take Out Only,GO HEALTHY,3092,MAVIS,RD,,Unit,223,MISSISSAUGA,ON,,1610,NA,NA
Take Out Only,GOODNESS ME,720,BRISTOL,RD,W,Unit,A1-1,MISSISSAUGA,ON,L5R 4A3,1611,-79.6798539,43.5990076
Take Out Only,GRABBA PIZZA,3233,BRANDON GATE,DR,,Unit,2B,MISSISSAUGA,ON,,1612,NA,NA
Take Out Only,GRANNYS PLACE,2545,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5A2G4,1613,-79.6145905,43.5796832
Take Out Only,GREEK 2 GO,1125,DUNDAS,ST,E,UNIT,2,MISSISSAUGA,ON,L4Y2C4,1614,-79.5910701,43.603968
Take Out Only,GREEKA,3092,MAVIS,RD,,Unit,210,MISSISSAUGA,ON,L5L 1T8,1615,-79.6703831,43.549698
Take Out Only,HALO-HALO WORLD CAFE INC,2385,BURNHAMTHORPE,RD,W,Unit,8,MISSISSAUGA,ON,L5L 6A4,1616,-79.6920417,43.5428195
Take Out Only,HAPPY CAKE HOUSE,3085,HURONTARIO,ST,,Unit,22,MISSISSAUGA,ON,L5A 4E4,1617,-79.6184954,43.5823063
Take Out Only,HASTY MARKET,100,QUEENSWAY,,W,Unit,4,MISSISSAUGA,ON,L5B 1B8,1618,-79.6087988,43.5709804
Take Out Only,HASTY MARKET,3899,TRELAWNY,CIR,,Unit,17,MISSISSAUGA,ON,L5N 6S3,1619,-79.7689003,43.5779467
Take Out Only,HEAVEN SENT CAFE INCORPORATED,1151,DUNDAS,ST,W,UNIT,24,MISSISSAUGA,ON,L5C 1C6,1620,-79.6449474,43.5567463
Take Out Only,HENRYS FISH & CHIPS,833,WESTLOCK,RD,,Unit,6,MISSISSAUGA,ON,L5C 1K7,1621,-79.6424034,43.5665475
Take Out Only,HERMANOS MEXICAN GRILL INC.,61,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1C9,1622,-79.584399,43.5522456
Take Out Only,HERO CERTIFIED BURGER,2200,EGLINTON,AVE,W,UNIT,17,MISSISSAUGA,ON,L5M 2N1 ,1623,-79.7024745,43.5596019
Take Out Only,HOLY SMOKES BBQ SANDWICHES INC,1133,DUNDAS,ST,E,Unit,2,MISSISSAUGA,ON,L4Y 2C3,1624,-79.5900168,43.6041684
Take Out Only,HOT BREADS,720,BURNHAMTHORPE,RD,W,UNIT,9B,MISSISSAUGA,ON,L5C 3G1,1625,-79.6521403,43.5777643
Take Out Only,HOT GRILL TAKE OUT INC,3899,TRELAWNY,CIR,,Unit,14,MISSISSAUGA,ON,L5M 6S3,1626,-79.7459461,43.55878
Take Out Only,INIHAW,1474,PICKWICK,DR,,Unit,4A,MISSISSAUGA,ON,L5V 2G2,1627,-79.7037018,43.5922604
Take Out Only,JAYS SANDWICHES OF THE WORLD INC,622,BLOOR,ST,,,,MISSISSAUGA,ON,L5A3V9,1628,-79.6114314,43.5992996
Take Out Only,JIMMY THE GREEK,1250,SOUTH SERVICE,RD,,Unit,F5-71,MISSISSAUGA,ON,L5E1V4,1629,-79.5691239,43.5943785
Take Out Only,JOES GREAT PIZZA,6700,MONTEVIDEO,RD,,Unit,4,MISSISSAUGA,ON,L5N 1V1,1630,-79.7583877,43.5903736
Take Out Only,JOPAPAS PIZZA & WINGS INC.,2425,TRUSCOTT,DR,,Unit,18,MISSISSAUGA,ON,L5J2B4,1631,-79.6484562,43.5124491
Take Out Only,JPS PIZZERIA INC,5980,CHURCHILL MEADOWS,BLVD,,Unit,12,MISSISSAUGA,ON,L5M 7M5,1632,-79.7566354,43.5575148
Take Out Only,KABAB SARAY SHAHYAD INC,255,DUNDAS,ST,W,Unit,7A,MISSISSAUGA,ON,L5B3B2,1633,-79.6230143,43.5751047
Take Out Only,KARACHI KITCHEN,4120,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W 4V8,1634,-79.6063415,43.6245207
Take Out Only,KATPAKAM SRILANKAN  INDIAN GROCERY & TAKE OUT,6970,LISGAR,DR,,Unit,B1 & 2,MISSISSAUGA,ON,L5N 8C8,1635,-79.783616,43.5762994
Take Out Only,KENTUCKY FRIED CHICKEN,1250,SOUTH SERVICE,RD,,,75,MISSISSAUGA,ON,L5E1V4,1636,-79.5691239,43.5943785
Take Out Only,KENTUCKY FRIED CHICKEN,60,DUNDAS,ST,E,Unit,7,MISSISSAUGA,ON,L5A1W4,1637,-79.613362,43.5817994
Take Out Only,KENTUCKY FRIED CHICKEN,896,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C2S3,1638,-79.6561751,43.5744171
Take Out Only,KENTUCKY FRIED CHICKEN,965,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2B7,1639,-79.5972141,43.5981456
Take Out Only,KERNELS,5100,ERIN MILLS,PKWY,,Unit,R214A,MISSISSAUGA,ON,L5M 4Z5,1640,-79.71089,43.5603651
Take Out Only,KING PIZZA,510,DRIFTCURRENT,DR,,Unit,12,MISSISSAUGA,ON,L4Z 4B4,1641,-79.6463509,43.6216466
Take Out Only,KUSINA,3024,HURONTARIO,ST,,Unit,G2,MISSISSAUGA,ON,L5B 4M4,1642,-79.6171353,43.5804361
Take Out Only,LAS DELICIAS,59,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B1H7,1643,-79.6188025,43.5785828
Take Out Only,LATIN SUPER CHICKEN,17,QUEEN,ST,N,Unit,A-5,MISSISSAUGA,ON,L5N6A1,1644,-79.7228982,43.589023
Take Out Only,LAURA SECORD/HALLMARK,950,SOUTHDOWN,RD,,Unit,B-9,MISSISSAUGA,ON,L5J 2Y4,1645,-79.6263484,43.5041809
Take Out Only,LICKEN CHICKEN & SEAFOOD,3417,DERRY,RD,E,UNIT,103,MISSISSAUGA,ON,L4T 1A8,1646,-79.6365257,43.7103396
Take Out Only,LILYS PIZZA PASTA,1107,LORNE PARK,RD,,,,MISSISSAUGA,ON,L5H3A1,1647,-79.6128355,43.5319542
Take Out Only,LITTLE CAESARS PIZZA,1077,NORTH SERVICE,RD,,,,MISSISSAUGA,ON,L4Y 1A6,1648,-79.5742159,43.5926186
Take Out Only,LITTLE CAESARS PIZZA,3100,WINSTON CHURCHILL,BLVD,,Unit,7,MISSISSAUGA,ON,L5L 2V7,1649,-79.6847643,43.5242351
Take Out Only,LITTLE CAESARS PIZZA,644,BLOOR,ST,,,,MISSISSAUGA,ON,L5A 3V9,1650,-79.6114314,43.5992996
Take Out Only,LITTLE CAESARS,128,QUEEN,ST,S,Unit,23,MISSISSAUGA,ON,L5M 1K8,1651,-79.7164999,43.5828713
Take Out Only,LITTLE CAESARS,2550,HURONTARIO,ST,,Unit,6A,MISSISSAUGA,ON,L5B 1N5,1652,-79.615468,43.5790206
Take Out Only,LITTLE CAESARS,5030,TENTH,LINE,W,UNIT,8,MISSISSAUGA,ON,L5M 7Z5,1653,-79.7265929,43.545382
Take Out Only,LITTLE CAESARS,7070,SAINT BARBARA,BLVD,,Unit,42,MISSISSAUGA,ON,L5W 0E6,1654,-79.7150974,43.63918
Take Out Only,LITTLE CAESARS PIZZA,720,BRISTOL,RD,W,Unit,7,MISSISSAUGA,ON,,1655,NA,NA
Take Out Only,LITTLE CEASARS,3055,ARGENTIA,RD,,UNIT,B4,MISSISSAUGA,ON,L5N 8E1,1656,-79.7883455,43.5967872
Take Out Only,LO BANH MI NGUYET MINH,888,DUNDAS,ST,E,Unit,D3A,MISSISSAUGA,ON,L4Y4G6,1657,-79.5950857,43.5984517
Take Out Only,LOBLAWS GAS BAR,2805,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5M 6J3,1658,-79.715448,43.5533444
Take Out Only,LUCA PIZZA,3415,DIXIE,RD,,,,MISSISSAUGA,ON,L4Y 2B1,1659,-79.5952832,43.6180145
Take Out Only,LYKN CHICKEN,7460,AIRPORT,RD,,UNIT,A,MISSISSAUGA,ON,L4T2H5,1660,-79.6561751,43.7133183
Take Out Only,MACS SUSHI,5100,ERIN MILLS,PKWY,,UNIT,F2,MISSISSAUGA,ON,L5M 4Z5,1661,-79.71089,43.5603651
Take Out Only,MAKKAR BAKERS INC,7212,AIRPORT,RD,,Unit,8,MISSISSAUGA,ON,L4T 2H3,1662,-79.6523157,43.7079277
Take Out Only,MALTON SWEETS & SAMOSA FACTORY,7052,AIRPORT,RD,,Unit,7,MISSISSAUGA,ON,L4T2G8,1663,-79.6449474,43.7051805
Take Out Only,MARANELLO CAFE,286C,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1H2,1664,-79.5758839,43.5610509
Take Out Only,MARBLE SLAB CREAMERY,5955,LATIMER,DR,,Unit,B2,Mississauga,ON,L5V 0B7,1665,-79.6973509,43.607805
Take Out Only,MARY B - PASTA & PIZZA,1400,AIMCO,BLVD,,Unit,Z433,MISSISSAUGA,ON,L4W 1E1,1666,-79.6221368,43.6476344
Take Out Only,MARY BROWNS FRIED CHICKEN,45,QUEEN,ST,N,Unit,4,MISSISSAUGA,ON,L5N 1A3,1667,-79.7235884,43.5896148
Take Out Only,MEENAKXY TAKE-OUT & CATERING,3419,FIELDGATE,DR,,,,MISSISSAUGA,ON,L4X2J4,1668,-79.5886124,43.6242312
Take Out Only,MEL-AND/ESSO,4885,MAVIS,RD,,,,MISSISSAUGA,ON,L5R3W4,1669,-79.6679276,43.5919804
Take Out Only,MICHAEL ANGELOS MARKET PLACE INC.,4099,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5L 3P9,1670,-79.6884469,43.5511919
Take Out Only,MICHELS BAGUETTE,100,CITY CENTRE,DR,,Unit,2-845,MISSISSAUGA,ON,L5B 2C9,1671,-79.6424911,43.5930784
Take Out Only,MILLWAY EURO SHAWARMA,3200,ERIN MILLS,PKWY,,Unit,2B,MISSISSAUGA,ON,L5L 1W8,1672,-79.6716109,43.5389544
Take Out Only,MISSISSAUGA NOODLE & PREFERITO CATERING,640,BLOOR,ST,,,,MISSISSAUGA,ON,L5A3V9,1673,-79.6114314,43.5992996
Take Out Only,MONA FINE FOODS,1675,THE CHASE,,,Unit,14-16,MISSISSAUGA,ON,L5M 5Y7,1674,-79.7005458,43.5652246
Take Out Only,MR. JERK,3417,DERRY,RD,E,,5C,MISSISSAUGA,ON,L4T1A8,1675,-79.6365257,43.7103396
Take Out Only,NEW JEYA BRAND,1662,BONHILL,RD,,Unit,9,MISSISSAUGA,ON,L5T 1E7,1676,-79.6554734,43.6509753
Take Out Only,NEW PIZZA KING,3421,FIELDGATE,DR,,,,MISSISSAUGA,ON,L4X 2J4,1677,-79.5886124,43.6242312
Take Out Only,NOODLE POP,645,LAKESHORE,RD,E,Unit,4,MISSISSAUGA,ON,L5G 1S2,1678,-79.5749182,43.5668324
Take Out Only,O FAROL,3635,CAWTHRA,RD,,Unit,9,MISSISSAUGA,ON,L5A 2Y5,1679,-79.6171353,43.6071729
Take Out Only,OCEANS FRESH FOOD MARKET,4557,HURONTARIO,ST,,Unit,B1,MISSISSAUGA,ON,L4Z 3M1,1680,-79.6495965,43.6062774
Take Out Only,ON-A-BUN,3663,MAVIS,RD,,UNIT ,1D,MISSISSAUGA,ON,L5C 2Z2,1681,-79.6495965,43.5792412
Take Out Only,ORANGE FISH SUSHI HOUSE,1107,LORNE PARK,RD,,Unit,15,MISSISSAUGA,ON,L5H 3A1,1682,-79.6128355,43.5319542
Take Out Only,ORGANIQUE JUICE BAR INCORPORATED,154,QUEEN,ST,S,Unit,106,MISSISSAUGA,ON,L5M 2P4,1683,-79.7151851,43.582232
Take Out Only,PALMA PASTA,3475,SEMENYK,CRT,,,,MISSISSAUGA,ON,L5C 4P9,1684,-79.6524911,43.5685825
Take Out Only,PANAGIO PIZZA,4058,CONFEDERATION,PKWY,,,,MISSISSAUGA,ON,L5B 0G4,1685,-79.6463509,43.5854084
Take Out Only,PANAGO PIZZA,3030,THOMAS,ST,,UNIT,A406,MISSISSAUGA,ON,L5M 0R4,1686,-79.7337639,43.560612
Take Out Only,PANAGO PIZZA,6956,FINANCIAL,DR,,Suite,H6,MISSISSAUGA,ON,L5N 8J4,1687,-79.7494509,43.6102165
Take Out Only,PAPA JOHNS BAKERY LTD,223,CEREMONIAL,DR,,Unit,11 &12,MISSISSAUGA,ON,L5R 2N3,1688,-79.6638933,43.604833
Take Out Only,PERFECT SUPERMARKET,3085,HURONTARIO,ST,,Unit,1,MISSISSAUGA,ON,L5A 4E4,1689,-79.6184954,43.5823063
Take Out Only,PETRO CANADA,3030,ARTESIAN,DR,,,,MISSISSAUGA,ON,L5M 7P5,1690,-79.7143962,43.5452192
Take Out Only,PETRO CANADA,4140,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5L 3R3,1691,-79.6907265,43.5506555
Take Out Only,PETRO CANADA,6035,CREDITVIEW,RD,,,,MISSISSAUGA,ON,,1692,NA,NA
Take Out Only,PETRO CANADA/NEIGHBOURS,450,DERRY,RD,W,,,MISSISSAUGA,ON,L5W 0A4,1693,-79.7119419,43.6368159
Take Out Only,PETRO PASS,7300,DIXIE,RD,,,,MISSISSAUGA,ON,,1694,NA,NA
Take Out Only,PHO BO VIEN,1400,AIMCO,BLVD,,Unit,Z437,MISSISSAUGA,ON,,1695,NA,NA
Take Out Only,PHO TAI LOI RESTAURANT,1550,SOUTH GATEWAY,RD,,Unit,1B,MISSISSAUGA,ON,L4W 5G6,1696,-79.61266,43.6328177
Take Out Only,PHOENIX BUBBLE TEA,1550,SOUTH GATEWAY,RD,,Unit,136,MISSISSAUGA,ON,L5N 1M1,1697,-79.73175,43.604309
Take Out Only,PINKBERRY,100,CITY CENTRE,DR,,UNIT,1-854,MISSISSAUGA,ON,L5B 2C9,1698,-79.6424911,43.5930784
Take Out Only,PIONEER / VERVE GAS,3015,THOMAS,ST,,,,MISSISSAUGA,ON,L5M 0R4,1699,-79.7337639,43.560612
Take Out Only,PITA & GRILL,4141,DIXIE,RD,,UNIT,43,MISSISSAUGA,ON,L4W 1V5,1700,-79.6045863,43.6252506
Take Out Only,PITA PIT,2400,DUNDAS,ST,W,Unit,19,MISSISSAUGA,ON,L5K 2R8,1701,-79.6751186,43.5279696
Take Out Only,PITA PIT,2400,DUNDAS,ST,W,Unit,19,MISSISSAUGA,ON,L5K 2R8,1702,-79.6751186,43.5279696
Take Out Only,PIZZA DEPOT,1075,CEREMONIAL,DR,,Unit,102,MISSISSAUGA,ON,L5R 2Z3,1703,-79.6785386,43.6072798
Take Out Only,PIZZA DEPOT,3476,GLEN ERIN,DR,,UNIT,8,MISSISSAUGA,ON,L5L 3R4,1704,-79.6877454,43.5374471
Take Out Only,PIZZA DEPOT,7171,GOREWAY,DR,,Unit,1,MISSISSAUGA,ON,L4T2T5,1705,-79.6352975,43.7165993
Take Out Only,PIZZA HOT PIZZA,3899,TRELAWNY,CIR,,Unit,19,MISSISSAUGA,ON,,1706,NA,NA
Take Out Only,PIZZA HUT,6435,ERIN MILLS,PKWY,,Unit,C 14A,MISSISSAUGA,ON,,1707,NA,NA
Take Out Only,PIZZA HUT #4301,289,DUNDAS,ST,E,Unit,1,MISSISSAUGA,ON,L5A1X1,1708,-79.6093253,43.5869267
Take Out Only,PIZZA HUT #929,1525,BRISTOL,RD,W,Unit,1,MISSISSAUGA,ON,L5M 4Z1,1709,-79.6987924,43.586169
Take Out Only,PIZZA HUT / TAKE OUT AND DELIVERY,925,RATHBURN,RD,E,Unit,B-4B1,MISSISSAUGA,ON,L4W 4C3,1710,-79.6173985,43.6158833
Take Out Only,PIZZA NOVA,2400,DUNDAS,ST,W,Unit,4,MISSISSAUGA,ON,L5K 2R8,1711,-79.6751186,43.5279696
Take Out Only,PIZZA NOVA,4099,ERIN MILLS,PKWY,,,13,MISSISSAUGA,ON,L5L3P9,1712,-79.6884469,43.5511919
Take Out Only,PIZZA NOVA #10,755,DUNDAS,ST,W,Unit,A-2,MISSISSAUGA,ON,L5C 3B6,1713,-79.635122,43.564768
Take Out Only,PIZZA NOVA #14,660,EGLINTON,AVE,W,Unit,17A,MISSISSAUGA,ON,L5R3V2,1714,-79.667226,43.593105
Take Out Only,PIZZA NOVA #52,3417,DERRY,RD,E,,100,MISSISSAUGA,ON,L4T1A8,1715,-79.6365257,43.7103396
Take Out Only,PIZZA NOVA #65,6970,LISGAR,DR,,Unit,B5,MISSISSAUGA,ON,L5N 8C8,1716,-79.783616,43.5762994
Take Out Only,PIZZA NOVA #8,3100,DIXIE,RD,,Unit,7A,MISSISSAUGA,ON,L4Y2A6,1717,-79.5866813,43.6102473
Take Out Only,PIZZA NOVA #89,1744,LAKESHORE,RD,W,Unit,4,MISSISSAUGA,ON,L5J 1J5,1718,-79.6219613,43.5179147
Take Out Only,PIZZA PIZZA  #251,2150,BURNHAMTHORPE,RD,W,Unit,21A,MISSISSAUGA,ON,L5L 3A2,1719,-79.6843258,43.5449439
Take Out Only,PIZZA PIZZA #114,1250,EGLINTON,AVE,W,,A.10,MISSISSAUGA,ON,L5V1N3,1720,-79.6828352,43.5792216
Take Out Only,PIZZA PIZZA #132,295,EGLINTON,AVE,E,,16,MISSISSAUGA,ON,L4Z3X6,1721,-79.6524911,43.6075067
Take Out Only,PIZZA PIZZA #59,6277,MISSISSAUGA,RD,,Unit,4,MISSISSAUGA,ON,L5N1A5,1722,-79.7305231,43.5954333
Take Out Only,PIZZA PIZZA #61,114,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1E4,1723,-79.5829945,43.5544951
Take Out Only,PIZZA PIZZA #62,710,BURNHAMTHORPE,RD,E,,,MISSISSAUGA,ON,L4Y2X3,1724,-79.6173985,43.6084592
Take Out Only,PIZZA PROS,223,CEREMONIAL,DR,,Unit,8,MISSISSAUGA,ON,L5R2N3,1725,-79.6638933,43.604833
Take Out Only,PIZZA TEN,808,BRITANNIA,RD,W,Unit,106,MISSISSAUGA,ON,L5V 0A7,1726,-79.6960747,43.6113981
Take Out Only,PIZZA-INN INC,4369,BRANDON GATE,DR,,Unit,3,MISSISSAUGA,ON,L4T 3L5,1727,-79.6271381,43.725558
Take Out Only,PIZZAVILLE,3405,SOUTH MILLWAY,,,Unit,1,MISSISSAUGA,ON,L5L 3R1,1728,-79.6770478,43.5449514
Take Out Only,PIZZAVILLE,5636,GLEN ERIN,DR,,Unit,7A,MISSISSAUGA,ON,L5M 6B1,1729,-79.7291209,43.5655842
Take Out Only,PIZZAVILLE,7025,DANTON PROM,,,Unit,4,MISSISSAUGA,ON,L5N5E5,1730,-79.7737182,43.5867777
Take Out Only,PIZZAVILLE #37,801,DUNDAS,ST,E,Unit,D-4,MISSISSAUGA,ON,L4Y4G9,1731,-79.5983551,43.5974333
Take Out Only,PIZZAVILLE (MALTON),2889,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A6,1732,-79.6440702,43.7031737
Take Out Only,PIZZAVILLE (PARKWAYS WEST),325,CENTRAL PKY,,W,Unit,56,MISSISSAUGA,ON,L5B3X9,1733,-79.6379294,43.5834511
Take Out Only,PIZZAVILLE STORE #39,960,SOUTHDOWN,RD,,Unit,C10,MISSISSAUGA,ON,L5N 6V2,1734,-79.7741562,43.5807983
Take Out Only,POLCAN MEAT & DELI,3105,WINSTON CHURCHILL,BLVD,,Unit,23,MISSISSAUGA,ON,L5L5S3,1735,-79.6837121,43.5253296
Take Out Only,POPULAR PIZZA,3200,ERIN MILLS,PKWY,,Unit,12,MISSISSAUGA,ON,L5L 1W8,1736,-79.6716109,43.5389544
Take Out Only,POPULAR PIZZA 12,17,TANNERY,ST,,Unit,3,MISSISSAUGA,ON,L5M 1V1,1737,-79.7149221,43.5810937
Take Out Only,PORT 1 CAFE & GELATERIA,1,HURONTARIO,ST,,Unit,4,MISSISSAUGA,ON,L5G 3G8,1738,-79.5829945,43.5565761
Take Out Only,POTLUCK RESTAURANT,2580,SHEPARD,AVE,,Unit,33,MISSISSAUGA,ON,L5A 4K3,1739,-79.6149415,43.5806068
Take Out Only,PREMIUM SWEETS & DESSERTS INC.,7025,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L5S1R6,1740,-79.6849396,43.6667132
Take Out Only,PUFFIN CATERING,1635,SISMET,RD,,Unit,1 & 2,MISSISSAUGA,ON,L4W 1W5,1741,-79.6255588,43.6440151
Take Out Only,QQ BUSINESS COMPANY,1400,AIMCO,BLVD,,Unit,I473,MISSISSAUGA,ON,L4W 1E1,1742,-79.6221368,43.6476344
Take Out Only,QUESADA,5067,DIXIE,RD,,Unit,2C,Mississauga,ON,L4W 5S6,1743,-79.6203819,43.6370863
Take Out Only,QUESADA BURRITOS-TACOS,1560,DUNDAS,ST,E,Unit,4,MISSISSAUGA,ON,,1744,NA,NA
Take Out Only,RABBA FINE FOODS,4175,CONFEDERATION,PKWY,,Unit,6-7,MISSISSAUGA,ON,L5B 0C6,1745,-79.6489825,43.5890655
Take Out Only,RABBA FINE FOODS / SUBWAY,2090,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B 1M8,1746,-79.6056395,43.5721771
Take Out Only,RABBA MARKET EXPRESS,20,BRISTOL,RD,W,,,MISSISSAUGA,ON,L5R 3K3,1747,-79.6638933,43.6131493
Take Out Only,RABBA MARKET EXPRESS,4070,LIVING ARTS,DR,,Unit,1A,MISSISSAUGA,ON,L5B 0C3,1748,-79.6452105,43.5879043
Take Out Only,RABBA MARKET EXPRESS,445,EGLINTON,AVE,E,,,MISSISSAUGA,ON,L4Z 3L4,1749,-79.6430175,43.6164429
Take Out Only,RANDYS ROTI & DOUBLES,2903,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A6,1750,-79.6440702,43.7031737
Take Out Only,REAL FRUIT BUBBLE TEA,1151,DUNDAS,ST,W,Unit,20,MISSISSAUGA,ON,L5C 1C6,1751,-79.6449474,43.5567463
Take Out Only,REAL FRUIT BUBBLE TEA,377,BURNHAMTHORPE,RD,E,UNIT,54,MISSISSAUGA,ON,L3R 0Y5,1752,-79.3065913,43.8242758
Take Out Only,REAL FRUIT TAPIOCA EXPRESS,2150,BURNHAMTHORPE,RD,W,UNIT,H-23,MISSISSAUGA,ON,,1753,NA,NA
Take Out Only,REI DO CHURRASCO,2480,CAWTHRA,RD,,UNIT,7,MISSISSAUGA,ON,L5A 2X2,1754,-79.5970386,43.5917428
Take Out Only,ROBIN 341 PIZZA & WINGS,2325,HURONTARIO,ST,,Unit,6,MISSISSAUGA,ON,L5A 4C7,1755,-79.6075702,43.5751772
Take Out Only,ROCKIN PIZZA AND ICE CREAM,1,GLENN HAWTHORNE,BLVD,,Unit,3,MISSISSAUGA,ON,,1756,NA,NA
Take Out Only,ROCKY MOUNTAIN CHOCOLATE FACTORY,100,CITY CENTRE,DR,,Unit,1-860,MISSISSAUGA,ON,L5B 2C9,1757,-79.6424911,43.5930784
Take Out Only,ROTI STOP,1125,DUNDAS,ST,E,,7,MISSISSAUGA,ON,L4Y2C4,1758,-79.5910701,43.603968
Take Out Only,ROYAL PAAN,1010,DREAM CREST,RD,,Unit,4,MISSISSAUGA,ON,L5V 3V4,1759,-79.689499,43.5967648
Take Out Only,ROYAL PAAN LTD,7136,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T2H1,1760,-79.6465264,43.7063621
Take Out Only,SABOR HISPANO,35,KING,ST,E,UNIT,15,MISSISSAUGA,ON,L5A 4E1,1761,-79.6138885,43.5802132
Take Out Only,SAKURA ICHIBAN EXPRESS LTD,1250,SOUTH SERVICE,RD,,UNIT,85,MISSISSAUGA,ON,L5E 1V4,1762,-79.5691239,43.5943785
Take Out Only,SBARRO,5100,ERIN MILLS,PKWY,,Unit,F012,MISSISSAUGA,ON,L5M 4Z5,1763,-79.71089,43.5603651
Take Out Only,SECOND CUP/CREDIT VALLEY HOSP.,2200,EGLINTON,AVE,W,Unit,15,MISSISSAUGA,ON,L5M2N1,1764,-79.7024745,43.5596019
Take Out Only,SELECT GRILL,1250,SOUTH SERVICE,RD,,Unit,72,MISSISSAUGA,ON,L5E1V4,1765,-79.5691239,43.5943785
Take Out Only,SEMI KOREAN &  JAPANESE RESTAURANT,2580,SHEPARD,AVE,,Unit,8,MISSISSAUGA,ON,L5A 2H6,1766,-79.6114314,43.5785025
Take Out Only,SHAHEEN FOOD CENTRE INC,3570,WOLFEDALE,RD,,,,MISSISSAUGA,ON,L5C 2V6,1767,-79.6512631,43.5727804
Take Out Only,SHANGHAI 360,5100,ERIN MILLS,PKWY,,UNIT,FC02,MISSISSAUGA,ON,L5M 4Z5,1768,-79.71089,43.5603651
Take Out Only,SHELL CANADA,1480,BRITANNIA,RD,E,,,MISSISSAUGA,ON,L4W1C8,1769,-79.6509123,43.6508561
Take Out Only,SHERIFF BROASTER CHICKEN,77,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B1H7,1770,-79.6188025,43.5785828
Take Out Only,SHIV CONVENIENCE,5695,RIVER GROVE,AVE,,,,MISSISSAUGA,ON,L5M3V8,1771,-79.7058057,43.5873997
Take Out Only,SHORT STOP BUBBLE TEA COFFEE & SNACKS,1550,SOUTH GATEWAY,RD,,Unit,5B,MISSISSAUGA,ON,L4W 5G6,1772,-79.61266,43.6328177
Take Out Only,SIN FRONTERAS,1400,AIMCO,BLVD,,Unit,Z438,MISSISSAUGA,ON,L5W 1E1,1773,-79.717727,43.6288786
Take Out Only,SINBAD,2567,HURONTARIO,ST,,,13,MISSISSAUGA,ON,L5A2G4,1774,-79.6145905,43.5796832
Take Out Only,SMOKES POUTINERIE,114,LAKESHORE,RD,E,Unit,4,MISSISSAUGA,ON,L5G 1E4,1775,-79.5829945,43.5544951
Take Out Only,SOMETHIN SWEET 4 U,5380,TERRY FOX,WAY,,Bldg,1,MISSISSAUGA,ON,L5V 2W2,1776,-79.6958116,43.6014974
Take Out Only,SOMETHIN SWEET 4 U,592,RATHBURN,RD,W,Unit,10,MISSISSAUGA,ON,L5B3A4,1777,-79.6535437,43.5841329
Take Out Only,SONGS KITCHEN,1067,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C 1C3,1778,-79.6430175,43.5582054
Take Out Only,STARBUCKS COFFEE #21784,5019,SPECTRUM,WAY,,Unit,CRU1,MISSISSAUGA,ON,L4W 5A1,1779,-79.6102029,43.6506966
Take Out Only,STOP & GO FOOD MARKET,2901,EGLINTON,AVE,W,Unit,13,MISSISSAUGA,ON,L5M 6J3,1780,-79.715448,43.5533444
