BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Lunch Counter,PETRO CANADA,995,EGLINTON,AVE,E,,,MISSISSAUGA,ON,L4W4H3,135,-79.6314372,43.6266683
Lunch Counter,PIZZERIA DEI SASSI,5200,DIXIE,RD,,Unit,6,MISSISSAUGA,ON,L4M 1E4,136,-79.6508245,44.3939228
Lunch Counter,PLANET ORGANIC MARKET,170,LAKESHORE,RD,E,Unit,101,MISSISSAUGA,ON,,137,NA,NA
Lunch Counter,PLAZA PREMIUM INT DEP L3 RM FG3051,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,138,NA,NA
Lunch Counter,PLAZA PREMIUM LOUNG TRM 3 DD L2/RMG219,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,139,NA,NA
Lunch Counter,PLAZA PREMIUM LOUNGE US DEP/L2 RFD2048,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,140,NA,NA
Lunch Counter,PLAZA PREMIUM LOUNGE/ DD L3/EC3305,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,141,NA,NA
Lunch Counter,PLAZA PREMIUM TERM 3 I DPT TR BH339 & BH341,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,142,NA,NA
Lunch Counter,PORCHINI PARTY SERVICE & CATERING INC,7215,GOREWAY,DR,,Unit,2A10-2A11,MISSISSAUGA,ON,L4T 0B4,143,-79.6445965,43.7161148
Lunch Counter,PORT CREDIT ESSO/TIM HORTONS,181,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5H1G5,144,-79.5877346,43.5452672
Lunch Counter,PRETZELSMAKER / MRS FIELDS,5100,ERIN MILLS,PKWY,,UNIT,E215,MISSISSAUGA,ON,L5M 4Z5,145,-79.71089,43.5603651
Lunch Counter,PURDY CHOCOLATES,5100,ERIN MILLS,PKWY,,,R.218,MISSISSAUGA,ON,L5M4Z5,146,-79.71089,43.5603651
Lunch Counter,PUTTING EDGE ENTERTAINMENT CORPORATION,90,COURTNEYPARK,DR,E,Unit,N1,MISSISSAUGA,ON,L5T 2Y3,147,-79.6902004,43.636624
Lunch Counter,RABBA FINE FOOD,2325,HURONTARIO,ST,,Unit,1-2,MISSISSAUGA,ON,L5A4C7,148,-79.6075702,43.5751772
Lunch Counter,RABBA FINE FOOD,645,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J5,149,-79.5668412,43.5696565
Lunch Counter,RABBA FINE FOODS,2090,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B 1M8,150,-79.6056395,43.5721771
Lunch Counter,RABBA FINE FOODS,25,KINGSBRIDGE GARDEN,CIR,,Unit,3-8,MISSISSAUGA,ON,L5R 4B1,151,-79.6500351,43.6037184
Lunch Counter,RABBA FINE FOODS,2760,DERRY,RD,W,,1,MISSISSAUGA,ON,L5N3N5,152,-79.7641698,43.5937183
Lunch Counter,RABBA FINE FOODS,6720,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N2W2,153,-79.7548832,43.5829245
Lunch Counter,RABBA FINE FOODS,92,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G4S2,154,-79.5843113,43.5533524
Lunch Counter,REIDS FACILITY MANAGEMENT GROUP INC,6390,NORTHWEST,DR,,,,MISSISSAUGA,ON,L4V1S1,155,-79.618276,43.7003716
Lunch Counter,REXWOOD ESSO,6998,REXWOOD,RD,,,,MISSISSAUGA,ON,L4T4E6,156,-79.6275768,43.7155973
Lunch Counter,RINCON DE ESPANA INC,550,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J3,157,-79.5690361,43.5669606
Lunch Counter,ROYAL FAUCHON,169,DUNDAS,ST,E,UNIT,6B,MISSISSAUGA,ON,L5A 1W8,158,-79.6114314,43.5853368
Lunch Counter,ROYAL MEAT PRODUCTS LTD,3635,CAWTHRA,RD,,Unit,O&P,MISSISSAUGA,ON,L5A 2Y5,159,-79.6171353,43.6071729
Lunch Counter,RUSSEL METALS INC.,6600,FINANCIAL,DR,,,,MISSISSAUGA,ON,L5N 7J6,160,-79.739637,43.6093298
Lunch Counter,SANDWICH PLANNER 2,155,BRITANNIA,RD,E,,,MISSISSAUGA,ON,L4Z 4C3,161,-79.68038,43.6297938
Lunch Counter,SCOOTER ROLLER PALACE,2105,ROYAL WINDSOR,DR,,,,MISSISSAUGA,ON,L5J1K5,162,-79.6354729,43.5079906
Lunch Counter,SEEMIS KITCHEN,3355,THE COLLEGEWAY,,,UNIT,8-10,MISSISSAUGA,ON,L5L 5T3,163,-79.7045784,43.5241001
Lunch Counter,SHANGHAI 360,100,CITY CENTRE,DR,,Unit,1-828,MISSISSAUGA,ON,L5B 2C9,164,-79.6424911,43.5930784
Lunch Counter,SHELL /  FLYING J,1400,BRITANNIA,RD,E,,,MISSISSAUGA,ON,L4W 1C8,165,-79.6509123,43.6508561
Lunch Counter,SLICE ONE PIZZA,4025,BRANDON GATE,DR,,Unit,5,MISSISSAUGA,ON,L4T 3Z9,166,-79.6349465,43.7325673
Lunch Counter,SOUTH-WESTERN RECREATION AND SAUNA CLUB,2200,DUNDAS,ST,E,UNIT,9B,MISSISSAUGA,ON,L4X 2B3,167,-79.5772008,43.6150187
Lunch Counter,STARSKY INC,3115,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5L3R8,168,-79.6849396,43.521722
Lunch Counter,STEAMUL SAUNA,1310,DUNDAS,ST,E,Unit,1314,MISSISSAUGA,ON,L4Y2C1,169,-79.5880858,43.6044367
Lunch Counter,STRANO / ST. JOAN OF ARC SS,3801,THOMAS,ST,,,,MISSISSAUGA,ON,,170,NA,NA
Lunch Counter,SUBWAY SANDWICH & SALAD,1900,FOWLER,DR,,UNIT,D-110,MISSISSAUGA,ON,L5K 0A1,171,-79.6515263,43.5279778
Lunch Counter,SUBWAY SANDWICHES & SALADS,2150,BURNHAMTHORPE,RD,W,Unit,19,MISSISSAUGA,ON,L5L3A2,172,-79.6843258,43.5449439
Lunch Counter,SUBWAY SANDWICHES AND SALADS,5025,HEATHERLEIGH,AVE,,Unit,1,MISSISSAUGA,ON,L5V 2Y7,173,-79.6717862,43.5908461
Lunch Counter,SUSHI IN THE SKY,13,STAVEBANK,RD,,,,MISSISSAUGA,ON,L5G2T3,174,-79.6076579,43.5583173
Lunch Counter,SWEET PHILOSOPHY INC,301,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1H3,175,-79.5756206,43.5606551
Lunch Counter,SWEET ROSIES COOKIES,2150,BURNHAMTHORPE,RD,W,Unit,49,MISSISSAUGA,ON,L5L3A2,176,-79.6843258,43.5449439
Lunch Counter,SZECHUAN EXPRESS,100,CITY CENTRE,DR,,UNIT ,1-143,MISSISSAUGA,ON,L5B 2C9,177,-79.6424911,43.5930784
Lunch Counter,T & T SUSHI BAR,250,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5H1G6,178,-79.5931767,43.5468071
Lunch Counter,TAJ MAHAL FOOD,1185,DUNDAS,ST,E,Unit,4A&B,MISSISSAUGA,ON,L4Y 2C6,179,-79.5897535,43.6054064
Lunch Counter,TEAVANA,100,CITY CENTRE,DR,,UNIT,2-309A,MISSISSAUGA,ON,L5B 2G6,180,-79.6424911,43.5930784
Lunch Counter,TEES INDOOR GOLF,3400,RIDGEWAY,DR,,UNIT,9,MISSISSAUGA,ON,L5L 0A2,181,-79.7112406,43.5232164
Lunch Counter,THE BUN MAN BAKERY,3433,FIELDGATE,DR,,,,MISSISSAUGA,ON,L4X2J4,182,-79.5886124,43.6242312
Lunch Counter,THE PASTA CORNER,438,GIBRALTAR,DR,,Unit,2,MISSISSAUGA,ON,L5T2P2,183,-79.6942335,43.6525732
Lunch Counter,TIM HORTON DONUTS,2185,LEANNE,BLVD,,,,MISSISSAUGA,ON,L5K 2L6,184,-79.6512631,43.5252019
Lunch Counter,TIM HORTON DONUTS,5014,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1C9,185,-79.6224878,43.6360917
Lunch Counter,TIM HORTONS,1212,SOUTHDOWN,RD,,,,MISSISSAUGA,ON,L5J2Z2,186,-79.6358238,43.514867
Lunch Counter,TIM HORTONS,4720,TAHOE,BLVD,,,,MISSISSAUGA,ON,L4W 5P2,187,-79.6077457,43.6406785
Lunch Counter,TIM HORTONS #6104,7215,GOREWAY,DR,,Unit,14-15 L2,MISSISSAUGA,ON,L4T 2T9,188,-79.6382803,43.719687
Lunch Counter,TIMOTHYS (SQUARE ONE 725),100,CITY CENTRE,DR,,KIOS,K-02,MISSISSAUGA,ON,L5B 2C9,189,-79.6424911,43.5930784
Lunch Counter,TODO RICO BAKERY,900,RATHBURN,RD,W,UNIT,B6,MISSISSAUGA,ON,L5C 4L3,190,-79.6612622,43.5782985
Lunch Counter,TOWN & COUNTRY MARKET,4033,HURONTARIO,ST,,UNITS,2-4,MISSISSAUGA,ON,L4Z 0B7,191,-79.6558242,43.6222137
Lunch Counter,TRIOS FOODSERVICE / ST FRANCIS XAVIER,50,BRISTOL,RD,W,,,MISSISSAUGA,ON,L5R3K3,192,-79.6638933,43.6131493
Lunch Counter,TRIOS FOODSERVICE / ST. ALOYSIUS GONZAGA SS,2800,ERIN CENTRE,BLVD,,,,MISSISSAUGA,ON,L5M 6R5,193,-79.7168505,43.5558504
Lunch Counter,TRUSCOTT ITALIAN BAKERY & DELICATESSEN INC,2425,TRUSCOTT,DR,,Unit,28,MISSISSAUGA,ON,L5J 2B4,194,-79.6484562,43.5124491
Lunch Counter,UPSIDE DOWN ALL IN ONE STOP,4060,CONFEDERATION,PKWY,,,,MISSISSAUGA,ON,L5B 0G4,195,-79.6463509,43.5854084
Lunch Counter,VIC JOHNSTON COMMUNITY CENTRE,335,CHURCH,ST,,,,MISSISSAUGA,ON,,196,NA,NA
Lunch Counter,VIMEX CORNER,1400,AIMCO,BLVD,,UNIT,H428,MISSISSAUGA,ON,,197,NA,NA
Lunch Counter,VIVS CATERING COMPANY & EATERY,966,PANTERA,DR,,UNIT,9,MISSISSAUGA,ON,L4W 2S1,198,-79.6379294,43.6297848
Lunch Counter,VIVIANS CAFE,2055,FLAVELLE,BLVD,,,,MISSISSAUGA,ON,L5K 1Z8,199,-79.6575784,43.5180418
Lunch Counter,WALMART SUPERCENTRE,1500,DUNDAS,ST,E,,,MISSISSAUGA,ON,,200,NA,NA
Lunch Counter,WALMART SUPERCENTRE STORE #1137,7333,GOREWAY,DR,,,,MISSISSAUGA,ON,L4T 2T8,201,-79.6400348,43.7207362
Lunch Counter,WATAN SUPERMARKET,6750,WINSTON CHURCHILL,BLVD,,Unit,4&5,MISSISSAUGA,ON,L5N 4C4,202,-79.7648706,43.5830824
Lunch Counter,WENDYS HAMBURGERS,6301,SILVERDART,DR,,Unit,G202,MISSISSAUGA,ON,L5P 1B2,203,-79.6628408,43.6691521
Lunch Counter,WOKMANS KITCHEN,888,DUNDAS,ST,E,Unit,F.3,MISSISSAUGA,ON,L4Y 4G6,204,-79.5950857,43.5984517
Lunch Counter,YOGEN FRUZ,100,CITY CENTRE,DR,,UNIT,2-K06,MISSISSAUGA,ON,,205,NA,NA
Lunch Counter,YOUNGS MINI MARKET,6675,FALCONER,DR,,Unit,1,MISSISSAUGA,ON,L5N 1R3,206,6.1903658,51.6248264
Lunch Counter,YUAN MING SUPERMARKET,1000,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C 2S4,207,-79.6582801,43.5716367
Restaurant,168 SUSHI JAPANESE BUFFET INC.,2366,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K1R7,208,-79.6735401,43.5297598
Restaurant,17 STEAKHOUSE& BAR,5165,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L4W4G1,209,-79.6245936,43.639846
Restaurant,2 4 1 PIZZA,1125,BLOOR,ST,,Unit,17,MISSISSAUGA,ON,L4Y 2N6,210,-79.6014269,43.6115997
Restaurant,2038972 ONTARIO INC/PEEL DISTRICT SCHOOL BOARD,5650,HURONTARIO,ST,,,,MISSISSAUGA,ON,L6P 1C9,211,-79.7354307,43.7791643
Restaurant,229 BAR,229,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1G8,212,-79.5770252,43.5592979
Restaurant,3 CASTELOS GRILL HOUSE,1030,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2B8,213,-79.5915968,43.6000067
Restaurant,5 STARS SHAWARMA & GRILL,660,EGLINTON,AVE,W,Unit,12B,MISSISSAUGA,ON,L5R 3V2,214,-79.667226,43.593105
Restaurant,925 RATHBURN EGGSMART,925,RATHBURN,RD,E,Unit,D2,MISSISSAUGA,ON,L4W 4C3,215,-79.6173985,43.6158833
Restaurant,A & W,5100,ERIN MILLS,PKWY,,Unit,F.9,MISSISSAUGA,ON,L5M4Z5,216,-79.71089,43.5603651
Restaurant,A & W  #4338,1130,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y 2C1,217,-79.5880858,43.6044367
Restaurant,A & W ARGENTIA,2930,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8C5,218,-79.7809884,43.5976109
Restaurant,A & W PEARSON AIRPORT TERMINAL 1,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,219,NA,NA
Restaurant,A & W RESTAURANT,100,CITY CENTRE,DR,,Unit,2-102,MISSISSAUGA,ON,L5B 2C9,220,-79.6424911,43.5930784
Restaurant,A & W RESTAURANT,733,CENTRAL PKY,,W,Bldg,4,MISSISSAUGA,ON,L5B 4L1,221,-79.6449474,43.5769596
Restaurant,A&W HEARTLAND,5880,MAVIS,RD,,Bldg,E,MISSISSAUGA,ON,L5V 3B7,222,-79.6926554,43.6086371
Restaurant,ABBEY ROAD PUB & PATIO,3200,ERIN MILLS,PKWY,,Unit,9,MISSISSAUGA,ON,L5L 1W8,223,-79.6716109,43.5389544
Restaurant,ACACIA FINE FOODS INC,1170,BURNHAMTHORPE,RD,W,Unit,18,MISSISSAUGA,ON,L5C4E6,224,-79.6631917,43.5685172
Restaurant,ADOBO CAFE,5770,TIMBERLEA,BLVD,,Unit,107,MISSISSAUGA,ON,L4W4W7,225,-79.6505833,43.6392329
Restaurant,ADONIS GROUP INC,1240,EGLINTON,AVE,W,Bldg,C,MISSISSAUGA,ON,L5V 1N3,226,-79.6828352,43.5792216
Restaurant,AFGHAN KEBOB CUISINE,780,BURNHAMTHORPE,RD,W,Unit,1,MISSISSAUGA,ON,L5C3X3,227,-79.6521403,43.5783587
Restaurant,AIELLI RESTAURANT,286,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H2,228,-79.5758839,43.5610509
Restaurant,AIRPORT BUKHARA FINE INDIAN CUISINE,7166,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T2H2,229,-79.6473158,43.7069528
Restaurant,AIRPORT GATE STEAK & GRILL,6575,AIRPORT,RD,,,,MISSISSAUGA,ON,L4V1E5,230,-79.6307353,43.6960267
Restaurant,AIRPORT GRILL & RESTAURANT,7040,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T2G8,231,-79.6449474,43.7051805
Restaurant,AIRPORT STRIP,7040,TORBRAM,RD,,Unit,1,MISSISSAUGA,ON,L4T3Z4,232,-79.65407,43.6941544
Restaurant,AK CATERING SERVICES,2489,NORTH SHERIDAN,WAY,,Bldg,A,MISSISSAUGA,ON,,233,NA,NA
Restaurant,AKO GREEK,2225,ERIN MILLS,PKWY,,Unit,100B,MISSISSAUGA,ON,L5K 1T9,234,-79.6523157,43.5309503
Restaurant,AL KABABS,808,BRITANNIA,RD,W,Unit,104,MISSISSAUGA,ON,L5V 0A7,235,-79.6960747,43.6113981
Restaurant,AL-SHAMI RESTAURANT,40,DUNDAS,ST,W,Unit,6,MISSISSAUGA,ON,L5B 1H4,236,-79.6166965,43.5795787
Restaurant,ALF HANA INC,6550,MEADOWVALE TOWN CENTRE,CIR,,Unit,M5,MISSISSAUGA,ON,L5M 7T9,237,-79.7277186,43.5464257
Restaurant,ALL STAR WINGS AND RIBS,4096,CONFEDERATION,PKWY,,,,MISSISSAUGA,ON,L5B 0G4,238,-79.6463509,43.5854084
Restaurant,ALLSPICE CARRIBEAN CAFE,3115,WINSTON CHURCHILL,BLVD,,Unit,2,MISSISSAUGA,ON,L5L2W1,239,-79.6849396,43.5258875
Restaurant,ALLSTAR WINGS & RIBS,6465,MILLCREEK,DR,,Unit,110,MISSISSAUGA,ON,L5N5R3,240,-79.7417401,43.5916933
Restaurant,ALTONA KEBAB,3060,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B 1N7,241,-79.6210839,43.580723
Restaurant,AMBIANCE OF INDIA,2157,ROYAL WINDSOR,DR,,Unit,23,MISSISSAUGA,,,242,NA,NA
Restaurant,AMICA AT ERIN MILLS,4620,KIMBERMOUNT,AVE,,,,MISSISSAUGA,ON,L5M 5W5,243,-79.7160616,43.5494596
Restaurant,AMIGOS CAFE & RESTAURANT,1385,SHAWSON,DR,,Unit,1,MISSISSAUGA,ON,L4W 1C4,244,-79.6484562,43.6503353
Restaurant,ANCILAS INDIAN CUISINE,6905,MILLCREEK,DR,,Unit,11,MISSISSAUGA,ON,L5N6A3,245,-79.7571611,43.5960576
Restaurant,AND COMPANY RESTO BAR,295,ENFIELD,PL,,,,MISSISSAUGA,ON,L5B3E2,246,-79.6356484,43.5896311
Restaurant,ANDIAMO PASTA PLUS,135,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1K9,247,-79.7158863,43.5837816
Restaurant,ANJAPPAR CHETTINAD RESTAURANT,4310,SHERWOODTOWNE,BLVD,,Unit,1,MISSISSAUGA,ON,L4Z 4C4,248,-79.6416139,43.5993854
Restaurant,ANNA POORNA TAKE OUT,5390,TERRY FOX,WAY,,Unit,3,MISSISSAUGA,ON,L5V 0A5,249,-79.6847643,43.5947005
Restaurant,APPLEWOOD FISH & CHIPS,1020,BURNHAMTHORPE,RD,E,,,MISSISSAUGA,ON,L4Y2X6,250,-79.6105539,43.6142175
Restaurant,APPLEWOOD MEATS & GRILL,1077,NORTH SERVICE,RD,,Unit,11,MISSISSAUGA,ON,L4Y 1A6,251,-79.5742159,43.5926186
Restaurant,APRICOT TREE CAFE,1900,DUNDAS,ST,W,Unit,10,MISSISSAUGA,ON,L5K1P9,252,-79.6626654,43.539181
Restaurant,APROPOS RESTAURANT/T1B/G163 & 164B,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,253,NA,NA
Restaurant,ARABESQUE CULTURAL LOUNGE,2399,CAWTHRA,RD,,Unit,100,MISSISSAUGA,ON,L5A2W9,254,-79.5937033,43.5912884
Restaurant,ARAMARK #2317/PANASONIC CANADA INC,5770,AMBLER,DR,,,,MISSISSAUGA,ON,L4W2T3,255,-79.6435438,43.643358
Restaurant,ARAMARK #2517/DAIRY FARMERS OF ONT,6780,CAMPOBELLO,RD,,,,MISSISSAUGA,ON,L5N2L8,256,-79.7319253,43.6098205
Restaurant,ARAMARK #2545/CANON CANADA,6390,DIXIE,RD,,,,MISSISSAUGA,ON,L5T1P7,257,-79.6575784,43.6618492
Restaurant,ARAMARK /  ORACLE,100,MILVERTON,DR,,,,MISSISSAUGA,ON,L5R 4H1,258,-79.6751186,43.6177349
Restaurant,ARAMARK / CITIBANK CANADA,5900,HURONTARIO,ST,,,,MISSISSAUGA,ON,L6R 0B8,259,-79.780638,43.7675526
Restaurant,ARAMARK / HOFFMAN LA ROCHE,7070,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5N5M8,260,-79.7553212,43.6118605
Restaurant,ARAMARK / MCKESSON COMP 2734,6355,VISCOUNT,RD,,,,MISSISSAUGA,ON,L4V1W2,261,-79.6217858,43.6929848
Restaurant,ARAMARK CANADA/ECOLAB COMP.2625,5105,TOMKEN,RD,,,,MISSISSAUGA,ON,L4W2X5,262,-79.6337183,43.6288065
Restaurant,ARAMARK CANADA/GEN ELEC CANADA #2384,2300,MEADOWVALE,BLVD,,,,MISSISSAUGA,ON,L5N 5P9,263,-79.7603151,43.6037702
Restaurant,ARAMARK CANADA/XEROX RESEARCH COMP.2380,2660,SPEAKMAN,DR,,,,MISSISSAUGA,ON,L5K2L1,264,-79.6666998,43.5129212
Restaurant,ARIGATO SUSHI,1550,SOUTH GATEWAY,RD,,Unit,1A,MISSISSAUGA,ON,L4W5G6,265,-79.61266,43.6328177
Restaurant,ARIRANG,1177,CENTRAL PKY,,W,Unit,72,MISSISSAUGA,ON,L5C 4P3,266,-79.6603851,43.567667
Restaurant,ARISTOTLES STEAK & SEAFOOD HOUSE,6905,MILLCREEK,DR,,Unit,2,MISSISSAUGA,ON,L5N 6A3,267,-79.7571611,43.5960576
Restaurant,ARKADY CAFE & RESTAURANT,3631,DIXIE,RD,,Unit,21,MISSISSAUGA,ON,L4Y4H2,268,-79.6011636,43.6220423
Restaurant,AROMA ESPRESSO BAR,100,CITY CENTRE,DR,,Unit,2-712,MISSISSAUGA,ON,,269,NA,NA
Restaurant,ARTISANO BAKERY CAFE LTD.,3145,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5L5V8,270,-79.6802046,43.5247132
Restaurant,ASAKA SUSHI,380,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1H5,271,-79.5717578,43.5635698
Restaurant,ASIAN GOURMET,2150,BURNHAMTHORPE,RD,W,Unit,50,MISSISSAUGA,ON,L5L 3A2,272,-79.6843258,43.5449439
Restaurant,ASIAN KING,2425,TRUSCOTT,DR,,Unit,24,MISSISSAUGA,ON,L1J 2B4,273,-78.8676348,43.8940026
Restaurant,ASIAN SWEETS & RESTAURANT,7148,AIRPORT,RD,,,,MISSISSAUGA,ON,L4T2H1,274,-79.6465264,43.7063621
Restaurant,ASIAN WOK N ROLL,2911,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A6,275,-79.6440702,43.7031737
Restaurant,ASIAN WOK N ROLL,6905,MILLCREEK,DR,,Unit,13,MISSISSAUGA,ON,L5N 6A3,276,-79.7571611,43.5960576
Restaurant,ASTORIA SHISH KEBOB HOUSE DUNDAS LTD,1970,DUNDAS,ST,E,Unit,1,MISSISSAUGA,ON,L4X 2W7,277,-79.5689483,43.6212375
Restaurant,ATMOSFERA RESTAURANT BAR LOUNGE,6781,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5T 2W1,278,-79.7003705,43.6437812
Restaurant,AVANI ASIAN INDIAN BISTRO,801,MATHESON,BLVD,W,Unit,1-3,MISSISSAUGA,ON,L5V 2N6,279,-79.6903758,43.6070934
Restaurant,AVONDALE FOODWORKS LTD.,7070,BRAMALEA,RD,,Unit,16,MISSISSAUGA,ON,L5S 1S8,280,-79.6658227,43.685885
Restaurant,AXIA,5045,PLANTATION,PL,,Unit,B1,Mississauga,ON,L5M 6J3,281,-79.715448,43.5533444
Restaurant,BS SIZZLING KITCHEN,7885,TRANMERE,DR,,,30-32,MISSISSAUGA,ON,L5S1V8,282,-79.673014,43.6780873
Restaurant,BACK ALLEY BAR & RESTAURANT,3415,DIXIE,RD,,Unit,12,MISSISSAUGA,ON,L4Y2B1,283,-79.5952832,43.6180145
Restaurant,BAIRRADA CHURRASQUEIRA GRILLHOUSE 2,33,HILLCREST,AVE,,,,MISSISSAUGA,ON,L5B 1K5,284,-79.6224878,43.58204
Restaurant,BAKHTAR KABAB - AFGHAN CUISINE LTD,5925,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L4W4L8,285,-79.6561751,43.6451038
Restaurant,BAKLAWA KING INC,1590,DUNDAS,ST,E,Unit,4,MISSISSAUGA,ON,L4X 2Z2,286,-79.5780786,43.6140601
Restaurant,BAKLAWA KING INC,488,EGLINTON,AVE,W,Unit,2-4,MISSISSAUGA,ON,L5R 0G2,287,-79.6782755,43.6147554
Restaurant,BALLERS BISTRO,600,MATHESON,BLVD,W,UNIT,4,MISSISSAUGA,ON,L5R 4B8,288,-79.687044,43.6122856
Restaurant,BAMBOO LEGEND,3145,DUNDAS,ST,W,Unit,10,MISSISSAUGA,ON,L5L 5V8,289,-79.6802046,43.5247132
Restaurant,BAMIYAN KABOB,2970,DREW,RD,,Unit,105-6,MISSISSAUGA,ON,L4T 0A6,290,-79.6538669,43.709541
Restaurant,BAMIYAN KABOB,5120,DIXIE,RD,,Unit,8,MISSISSAUGA,ON,L4W 4K2,291,-79.6238039,43.6365831
Restaurant,BAR 4 U,35,KING,ST,E,Unit,12&14,MISSISSAUGA,ON,L5A4E2,292,-79.6141518,43.5789744
Restaurant,BAR BE Q TONITE,35,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B1H2,293,-79.6177495,43.5799722
Restaurant,BAR BURRITO,40,BRISTOL,RD,E,UNIT,14A,MISSISSAUGA,ON,,294,NA,NA
Restaurant,BAR ONE,5400,DIXIE,RD,,,,MISSISSAUGA,ON,L4W4T4,295,-79.6316127,43.6422684
Restaurant,BARAS CARIBBEAN CUISINE INC.,127,DUNDAS,ST,E,,,MISSISSAUGA,ON,L5A1W7,296,-79.614064,43.5830522
Restaurant,BASHU CHINESE RESTAURANT,4559,HURONTARIO,ST,,Unit,7A,MISSISSAUGA,ON,,297,NA,NA
Restaurant,BASKIN 31 ROBBINS,6590,MEADOWVALE TOWN CENTRE,CIR,,Unit,J206,MISSISSAUGA,ON,L5N 4B7,298,-79.7606655,43.5827032
Restaurant,BASKIN ROBBINS,660,EGLINTON,AVE,W,Unit,11,MISSISSAUGA,ON,L5R3V2,299,-79.667226,43.593105
Restaurant,BASKIN ROBBINS #4654,6045,MAVIS,RD,,Unit,9,MISSISSAUGA,ON,L5R 4G6,300,-79.6958116,43.614567
Restaurant,BAYVIEW GARDEN CHINESE CUISINE,1177,CENTRAL PARKWAY,,W,Unit,61,MISSISSAUGA,ON,L5C 4P3,301,-79.6603851,43.567667
Restaurant,BELL MOBILITY - TIM HORTON #23077,5099,CREEKBANK,RD,,,,MISSISSAUGA,ON,L4W 5N2,302,-79.6112559,43.6451548
Restaurant,BELL MOBILITY-TIM HORTONS LOWER #23078,5099,CREEKBANK,RD,,,,MISSISSAUGA,ON,L4W 5N2,303,-79.6112559,43.6451548
Restaurant,BEN THANH VIET THAI RESTAURANT,2661,DUNDAS,ST,W,Unit,2,MISSISSAUGA,ON,,304,NA,NA
Restaurant,BENAB FAMILY RESTAURANT INC,3085,HURONTARIO,ST,,Unit,17,MISSISSAUGA,ON,L5B 4E4,305,-79.6414384,43.5891199
Restaurant,BENTO SUSHI,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,306,NA,NA
Restaurant,BERINAS SPECIALTY RESTAURANT & GRILL INC,889,PANTERA,DR,,Unit,1A,MISSISSAUGA,ON,L4W2R9,307,-79.6407366,43.6300412
Restaurant,BIER MARKT,55,CITY CENTRE,DR,,Unit,107,MISSISSAUGA,ON,L5B1M3,308,-79.6368766,43.5937541
Restaurant,BIRYANI KING,1059,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C 1C3,309,-79.6430175,43.5582054
Restaurant,BISMILLAH SWEETS & CATERING,812,BRITANNIA,RD,W,Unit,103,MISSISSAUGA,ON,,310,NA,NA
Restaurant,BISTRO NARRA,3030,THOMAS,ST,,Unit,A404,MISSISSAUGA,ON,L5M 0R4,311,-79.7337639,43.560612
Restaurant,BLARNEYS GATE FAMILY RESTAURANT,1151,DUNDAS,ST,W,Unit,27/29,MISSISSAUGA,ON,L5C 1C6,312,-79.6449474,43.5567463
