COMPLEX.ID,Character.Area,Z.Area,Street.Number,Street.Name,Designation,Zoning,Complex.Name,Site.Area..ha.,Site.Area..acre.,Total.Parking,GFA.Residential..m2.,GFA.Residential..ft2.,GFA.Retail..m2.,GFA.Retail..ft2.,GFA.Total..m2.,GFA.Total..ft2.,Building.Type,Tenure.Residential,Townhouse.Blocks,Storeys.Total,Number.Of.Residential.Units,Number.Of.Retail.Units,Density..Unit.Ha.,Density..Unit.Acre.,FSI,OBJECTID,address,lon,lat
1504,Churchill Meadows NHD,57,3731-3770,Bloomington  Cres,Medium Density,RM5-43,,0.257501,0.636299,22,1662.49,17894.89342,0,0,1662.49,17894.89342,Townhouse,Freehold,2,2,11,0,43,17,0.645625,488,3731-3770 Bloomington  Cres,-79.7529704,43.5501281
1508,Churchill Meadows NHD,57,5025,5035/3975,3985/5050,Ninth Line/Eglinton Ave W/Intrepid Dr,High Density,RA2-39,,2.11,5.213924,223,13965,150318.0089,0,0,13965,150318.0089,Townhouse,PCC,9,3,158,0,75,30,0.661848,489,5025,5035/3975,3985/5050 Ninth Line/Eglinton Ave W/Intrepid Dr,NA,NA
1510,Churchill Meadows NHD,57,5255,Palmetto Pl,Medium Density,RM4-33,,2.76,6.820109,247,14930.06,160705.8283,0,0,14930.06,160705.8283,Townhouse,PCC,17,NA,107,0,39,16,0.540944,490,5255 Palmetto Pl,-85.9161737,30.2398936
1511,Churchill Meadows NHD,57,5261-5309,Palmetto Pl,Medium Density,RM5-37,,0.895134,2.211924,NA,5919.02,63711.80099,0,0,5919.02,63711.80099,Townhouse,Freehold,5,NA,40,0,45,18,0.661244,491,5261-5309 Palmetto Pl,-85.9161729,30.2398947
1512,Churchill Meadows NHD,57,3122-3132,3136-3148,3151-3167,,Cabano Cres,Medium Density,RM5-37,,0.524747,1.296678,NA,3250.33,34986.26092,0,0,3250.33,34986.26092,Townhouse,Freehold,3,2,22,0,42,17,0.619409,492,3122-3132,3136-3148,3151-3167, Cabano Cres,NA,NA
1513,South Common CN,32,4009-4021/2635-2639,Glen Erin Dr/Rogers Rd,Medium Density,RM4-60,,0.3365,0.83151,23,2149,23131.64347,0,0,2149,23131.64347,Townhouse,PCC,2,3,10,0,30,12,0.638633,493,4009-4021/2635-2639 Glen Erin Dr/Rogers Rd,NA,NA
1514,Erin Mills NHD,25,3040,Fifth Line West,Medium Density,RM4-55,,0.3972,0.981503,31,1927.2,20744.20814,0,0,1927.2,20744.20814,Townhouse,PCC,3,NA,13,0,33,13,0.485196,494,3040 Fifth Line West,-79.6691523,43.5364356
1515,Cooksville NHD (West),15,215-290,Winterborne Gate,Low  Density I,R16-1,,1.34047,3.312374,59,4967.3,53467.57218,0,0,4967.3,53467.57218,Detached,PCC,0,2,11,0,8,3,0.370564,495,215-290 Winterborne Gate,-79.613573,43.567864
1516,East Credit NHD,38E,1015,Galesway Blvd,Medium Density,RM4-45,,0.959036,2.36983,90,5580.09,60063.58884,0,0,5580.09,60063.58884,Townhouse,PCC,6,2,39,0,41,16,0.581844,496,1015 Galesway Blvd,-79.6999677,43.6060377
1517,Cooksville NHD (West),15,230,Paisley Blvd W,Medium Density,RM4-62,,0.862,2.130048,83,5386.9,57984.10899,0,0,5386.9,57984.10899,Townhouse,PCC,5,3,36,0,42,17,0.62493,497,230 Paisley Blvd W,-79.615441,43.570963
1520,Hurontario NHD,37W,5749-5845/5633-5757/713-730/729-746,Tiz Rd/Retreat St/Horning St/Maxman St,Medium Density,RM6-1,,3.711,9.170081,NA,23031.13,247905.02,0,0,23031.13,247905.02,Townhouse,Freehold-Common Element Condo,18,3,133,0,36,15,0.620618,498,5749-5845/5633-5757/713-730/729-746 Tiz Rd/Retreat St/Horning St/Maxman St,NA,NA
1521,Churchill Meadows NHD,57,5512-5552/5502-5598,Tenth Line West/Waterwind Cres,High Density,RM5-46,,1.73,4.274923,NA,12588,135496.1042,0,0,12588,135496.1042,Townhouse,Freehold,13,NA,81,0,47,19,0.72763,499,5512-5552/5502-5598 Tenth Line West/Waterwind Cres,NA,NA
1523,East Credit NHD,38E,1048-1097/5037-5047,Felicity Cres/Warwickshire Way,Medium Density,RM6-3,,0.95924,2.370334,101,7022.4,75588.48446,0,0,7022.4,75588.48446,Townhouse,Freehold-Common Element Condo,7,3,42,0,44,18,0.73208,500,1048-1097/5037-5047 Felicity Cres/Warwickshire Way,NA,NA
1524,Lisgar NHD,56,6995,Glory Crt,Medium Density,RM4-50,,0.259678,0.641678,23,1914.82,20610.95093,0,0,1914.82,20610.95093,Townhouse,PCC,1,3,10,0,39,16,0.737382,501,6995 Glory Crt,-84.081258,39.6619859
1525,Clarkson - Lorne Park NHD,9,1001-1011,Lorne Park Rd,Medium Density,RM4-46,,0.220608,0.545134,23,984,10591.68784,0,0,984,10591.68784,Townhouse,PCC,1,NA,6,0,27,11,0.44604,502,1001-1011 Lorne Park Rd,-79.6075493,43.5318287
1526,DT Core,28,97-131/4121-4157,Robert Speck Pky/Shipp Dr,Mixed Use,CC3-1,,2.4425,6.035549,160,19992.56,215198.1247,0,0,19992.56,215198.1247,Townhouse,PCC,12,3,69,0,28,11,0.818529,503,97-131/4121-4157 Robert Speck Pky/Shipp Dr,NA,NA
1527,Hurontario NHD,36E,514-795,Candlestick Cir,Medium Density,RM6-8,,4.3509,10.751308,359,31484.65,338897.9519,0,0,31484.65,338897.9519,Townhouse,Freehold-Common Element Condo,21,3,157,0,36,15,0.723635,504,514-795 Candlestick Cir,-94.4323761,35.3133271
1528,Applewood NHD,20,3060-3213,Joel Kerbel Pl,Medium Density,RM6-4,,1.64817,4.072717,161,10900,117326.6235,0,0,10900,117326.6235,Townhouse,Freehold-Common Element Condo,11,3,71,0,43,17,0.66134,505,3060-3213 Joel Kerbel Pl,-79.5917933,43.6049249
1529,Churchill Meadows NHD,57,5280-5356,Roadside Way,Low Density II,RM5-37,,0.46359,1.145556,38,3441.7,37046.15046,0,0,3441.7,37046.15046,Townhouse,Freehold,3,2,19,0,41,17,0.742402,506,5280-5356 Roadside Way,-79.7401732,43.5406728
1530,Churchill Meadows NHD,57,3200,3250/5725,5755/3335-3395/5700,5750,Bentley Dr/Tenth Line West/Thomas St/ToscaDr,High Density,RM9-4,,2.727,6.738564,302,23214.8,249882.0274,920,9902.797577,24134.8,259784.825,Townhouse,PCC,13,4,194,8,74,30,0.885031,507,3200,3250/5725,5755/3335-3395/5700,5750 Bentley Dr/Tenth Line West/Thomas St/ToscaDr,NA,NA
1533,Churchill Meadows NHD,57,5715/3350-3390,Tenth Line West/Thomas St,Medium Density,RM4-66,,0.8317,2.055175,69,6250.4,67278.74563,0,0,6250.4,67278.74563,Townhouse,PCC,5,3,31,0,37,15,0.751521,508,5715/3350-3390 Tenth Line West/Thomas St,80.2383029,13.0263312
1534,Churchill Meadows NHD,57,5700,5710/3215-3265/5725,Long Valley Rd/Thomas St/Tosca Dr,Medium Density,RM4-68,,1.3499,3.335676,121,10490.45,112918.264,0,0,10490.45,112918.264,Townhouse,PCC,8,3,55,0,41,16,0.777128,509,5700,5710/3215-3265/5725 Long Valley Rd/Thomas St/Tosca Dr,NA,NA
1535,Churchill Meadows NHD,57,5005-5055,Oscar Peterson Blvd,High Density,RM9-5,,2.117339,5.232059,224,14775,159036.7763,0,0,14775,159036.7763,Townhouse,PCC,13,NA,157,0,74,30,0.69781,510,5005-5055 Oscar Peterson Blvd,-79.721226,43.5493979
1539,Applewood NHD,20,3038,Haines Rd,Medium Density,RM6-7,,1.62938,4.026286,160,11282.2,121440.59,0,0,11282.2,121440.59,Townhouse,Freehold-Common Element Condo,10,3,71,0,44,18,0.692423,511,3038 Haines Rd,-92.1747489,46.7843286
1540,Erindale NHD,16,2456-2462,Glengarry Rd,Low  Density I,R2-51,,0.682,1.685259,47,2361.4,25417.89804,0,0,2361.4,25417.89804,Detached,PCC,0,2,11,0,16,7,0.346246,512,2456-2462 Glengarry Rd,-84.457024,42.2303349
1541,Churchill Meadows NHD,57,5116-5204,Angel Stone Dr,Medium Density,RM5-37,,1.8586,4.592701,NA,11744.85,126420.5132,0,0,11744.85,126420.5132,Townhouse,Freehold,12,NA,79,0,43,17,0.631919,513,5116-5204 Angel Stone Dr,-79.7240752,43.5510435
1542,Applewood NHD,19,1812,1820,1846-1868,Burnhamthorpe Rd E,Medium Density,RM6-9,,1.410846,3.486276,218,16183.37,174196.3448,0,0,16183.37,174196.3448,Townhouse,Freehold-Common Element Condo,11,NA,96,0,68,28,1.147068,514,1812,1820,1846-1868 Burnhamthorpe Rd E,-79.5916588,43.6320547
1543,Erindale NHD,16,2592-2600,Glengarry Rd,Medium Density,RM4-6,,0.5751,1.421103,52,3787.8,40771.53985,0,0,3787.8,40771.53985,Townhouse,PCC,5,3,23,0,40,16,0.658633,515,2592-2600 Glengarry Rd,-79.642138,43.5562064
1544,East Credit NHD,30,621-677,Courtney Valley Rd,Medium Density,RM5-50,,0.43,1.062553,NA,NA,NA,0,0,NA,NA,Townhouse,Freehold,4,NA,21,0,49,20,NA,516,621-677 Courtney Valley Rd,-79.6702417,43.590716
1545,Clarkson - Lorne Park NHD,3,2007-2011,2014-2024/1988-1999/952-981/2010-2040/993-997/1980-1995,Lushes Ave/Oana Dr/Toscana Pl/Lakeshore Rd W/Southdown Rd/Rackus Cres,Medium Density,RM6-10,,1.72078,4.25214,NA,11958.1,128715.9171,0,0,11958.1,128715.9171,Townhouse,Freehold-Common Element Condo,15,3,66,0,38,16,0.694923,517,2007-2011,2014-2024/1988-1999/952-981/2010-2040/993-997/1980-1995 Lushes Ave/Oana Dr/Toscana Pl/Lakeshore Rd W/Southdown Rd/Rackus Cres,NA,NA
1548,Meadowvale Village NHD,52E,317-454,Aspendale Cres,Medium Density,RM6-11,,1.756058,4.339314,171,14294.76,153867.516,0,0,14294.76,153867.516,Townhouse,Freehold-Common Element Condo,10,NA,74,0,42,17,0.814026,518,317-454 Aspendale Cres,-79.7177742,43.6396113
1549,East Credit NHD,38W,1549-1591,Eglinton Ave W,Medium Density,RM5-47,,0.42264,1.044366,68,4334,46650.78772,0,0,4334,46650.78772,Townhouse,Freehold,3,2,18,0,43,17,1.025459,519,1549-1591 Eglinton Ave W,-79.6894479,43.5739413
1550,Lisgar NHD,55,7102-7258,Triumph Lane,Medium Density,RM4-37,Derry Chase,1.714294,4.236113,181,12103.68,130282.9272,0,0,12103.68,130282.9272,Townhouse,PCC,11,3,80,0,47,19,0.706045,520,7102-7258 Triumph Lane,-81.778153,30.242032
1697,Port Credit CN,7,143-179,Lakeshore Rd E,Mixed Use,C4-5,,0.3373,0.833486,69,3036.62,32685.90563,693.16,7461.11214,3729.78,40147.01777,Townhouse,PCC,3,3,18,18,107,43,1.105775,521,143-179 Lakeshore Rd E,-92.0477825,32.5121719
1703,Port Credit NHD (West),8,188-198/8,Lakeshore Rd W/Wesley Ave,Mixed Use,C4-22,The Light House Court,0.2066,0.51052,33,1951.28,21003.4031,171.65,1847.625222,2122.92,22850.92069,Townhouse,PCC,2,3,12,6,87,35,1.027551,522,188-198/8 Lakeshore Rd W/Wesley Ave,-104.8845892,39.6721574
1709,Lakeview NHD,6,885,Lakeshore Rd E,Mixed Use,C4-29,,0.204637,0.505669,28,1135.92,12226.94111,150,1614.586562,1285.92,13841.52767,Townhouse,PCC,1,3,12,6,88,36,0.628391,523,885 Lakeshore Rd E,-79.5620561,43.5740826
1713,Lakeview NHD,5,1437/1011,Lakeshore Rd E/Deta Rd,Mixed Use,C4-56,,0.51478,1.272049,68,4306.83,46358.33227,177.06,1905.857977,4483.89,48264.19025,Townhouse,PCC,2,3,47,9,109,44,0.87103,524,1437/1011 Lakeshore Rd E/Deta Rd,-92.0597697,32.5081909
1714,Meadowvale NHD,54W,2301,Derry Rd W,Medium Density,RM4,2301 Derry Glenderry Townhouse,1.665,4.114305,NA,5097.4,54867.95692,0,0,5097.4,54867.95692,Townhouse,PCC,7,2,51,0,31,12,0.30615,525,2301 Derry Rd W,-79.7663355,43.593459
1715,Meadowvale NHD,46W,2660,Aquitaine Ave,Medium Density,RM4,Masons Landing,0.63,1.556764,NA,3400,36597.29539,0,0,3400,36597.29539,Townhouse,RNTL-PNP,4,3,30,0,48,19,0.539683,526,2660 Aquitaine Ave,-79.7560102,43.5901987
1716,South Common CN,25,2280,South Millway,High Density,RA2-43,Erinwood Estates,0.1681,0.415384,8,670,7211.819975,0,0,670,7211.819975,Townhouse,RNTL,1,2,4,0,24,10,0.398572,527,2280 South Millway,-79.6836017,43.5403238
1717,Erin Mills NHD,59,3480,Colonial Dr,Medium Density,RM9-3,Colonial Terrace,1.7,4.200791,NA,11000,118403.0145,0,0,11000,118403.0145,Townhouse,RNTL-PNP,7,3,126,0,74,30,0.647059,528,3480 Colonial Dr,-81.0283304,34.0319045
1718,Lakeview NHD,6,1035,Fergus Ave,High Density,RA3-23,Lakeview Promenade Non-Profit,0.1771,0.437624,NA,1058,11388.21721,0,0,1058,11388.21721,Townhouse,RNTL-PNP,2,2,10,0,56,23,0.597403,529,1035 Fergus Ave,-96.0981427,46.4880532
1719,DT Core,22,3567-3597,Kariya Dr,Mixed Use,H-CC2{2},The Towne Townhouses,0.438,1.082322,NA,2287.5,24622.44506,0,0,2287.5,24622.44506,Townhouse,PCC,2,3,12,0,27,11,0.52226,530,3567-3597 Kariya Dr,-79.6346267,43.5894953
1720,DT Core,22,57-67,Elm Dr W,Mixed Use,H-CC2{2},Towne 2 Townhouses,0.2314,0.571802,NA,1345.18,14479.39701,0,0,1345.18,14479.39701,Townhouse,PCC,1,2,6,0,26,10,0.581322,531,57-67 Elm Dr W,-81.1091325,32.8668756
1721,Lakeview NHD,6,1030,Greaves Ave,High Density,RA2-15,Lakeside Court,0.2335,0.576991,NA,1020,10979.18862,0,0,1020,10979.18862,Townhouse,RNTL-PNP,2,2,10,0,43,17,0.436831,532,1030 Greaves Ave,-74.1541125,40.5658319
1722,Streetsville NHD,39E,2370,Britannia Rd W,Medium Density,RM4,Britannia Oaks Townhouses,0.6087,1.50413,NA,3757.4,40444.31697,0,0,3757.4,40444.31697,Townhouse,PCC,3,3,25,0,41,17,0.617283,533,2370 Britannia Rd W,-79.730928,43.579809
1723,Applewood NHD,19,1749,Dundas St E,Low Density II,R4-51,Twin Pines Mobile Home Park,8.909,22.014618,NA,NA,NA,0,0,NA,NA,Other (Mobile Homes),RNTL-PNP,0,1,239,0,27,11,NA,534,1749 Dundas St E,-79.5770803,43.6194966
1724,Hurontario NHD,37E,50,Strathaven Dr,Medium Density,RM4,Strathaven Village,1.7922,4.428623,NA,13458.7,144868.241,0,0,13458.7,144868.241,Townhouse,PCC,11,2,98,0,55,22,0.75096,535,50 Strathaven Dr,-75.3540521,39.9829586
1725,Rathwood-Applewood CN,27,1341-1355,Rathburn Rd E,High Density,RA5-19,,0.8928,2.206157,NA,5738.1,61764.39432,0,0,5738.1,61764.39432,Townhouse,PCC,6,2,31,0,35,14,0.642708,536,1341-1355 Rathburn Rd E,-79.608222,43.625797
1726,Churchill Meadows NHD,58,48474849,Half Moon Grov,Medium Density,RM4-18,,0.0569,0.140603,NA,251.58,2707.984581,0,0,251.58,2707.984581,Semi-Detached,PCC-RNTL,1,2,2,0,35,14,0.442144,537,48474849 Half Moon Grov,-79.7169816,43.5463187
1727,Meadowvale Village NHD,52W,7155,Magistrate Terr,Medium Density,RM4,,0.465,1.14904,NA,2572.68,27692.09703,0,0,2572.68,27692.09703,Townhouse,PCC,5,3,17,0,37,15,0.553265,538,7155 Magistrate Terr,-79.7213462,43.6343545
1728,Erin Mills NHD,24,1915,Broad Hollow Gate,Medium Density,RM4,Manor Gates In Sawmill Valley,0.21,0.518921,NA,1048.46,11285.52951,0,0,1048.46,11285.52951,Semi-Detached,PCC,2,3,4,0,19,8,0.499267,539,1915 Broad Hollow Gate,-79.6708139,43.543843
1729,Clarkson - Lorne Park NHD,9,1155,Birchview Dr,Low Density II,RM1-18,,0.2515,0.62147,NA,955.478,10284.67959,0,0,955.478,10284.67959,Semi-Detached,PCC,2,2,4,0,16,6,0.379912,540,1155 Birchview Dr,-80.184603,39.4582268
1730,Streetsville NHD,45E,6425-6439,Rivergate Pl,Low Density II,RM4-39,River Gate,0.3675,0.908112,NA,829.14,8924.788677,0,0,829.14,8924.788677,Semi-Detached,PCC,3,1,6,0,16,7,0.225616,541,6425-6439 Rivergate Pl,-84.6947325,39.0994662
1731,Applewood NHD,19,3059-3067,3075-3095,Treadwells Dr,Medium Density,RM4-51,,0.38592,0.953629,NA,1683.68,18122.98068,0,0,1683.68,18122.98068,Detached,PCC,0,2,9,0,23,9,0.436277,542,3059-3067,3075-3095 Treadwells Dr,-79.5782375,43.6177263
1732,Churchill Meadows NHD,57,3030-3046,Turbine Crescent,High Density,RA1-37,,0.2037,0.503354,NA,1673.89,18017.602,0,0,1673.89,18017.602,Townhouse,Freehold,2,2,8,0,39,16,0.821743,543,3030-3046 Turbine Crescent,-79.7367291,43.5609594
1733,Churchill Meadows NHD,57,5610-5650,Winston Churchill Blvd,High Density,RA1-37,,1.53,3.780712,NA,9787.38,105350.4815,0,0,9787.38,105350.4815,Townhouse,PCC,11,3,96,0,63,25,0.639698,544,5610-5650 Winston Churchill Blvd,-79.7356056,43.560862
1734,Churchill Meadows NHD,57,3010-3050,Erin Centre Blvd,High Density,RA2-53,,2.61,6.44945,NA,17661.98,190111.9704,0,0,17661.98,190111.9704,Townhouse,PCC,22,3,156,0,60,24,0.676704,545,3010-3050 Erin Centre Blvd,-79.7228938,43.5518557
1735,Applewood NHD,19,1799-1863,Pagehurst Ave,Medium Density,RM6-9,,0.325,0.803092,48,4848.43,52188.06615,0,0,4848.43,52188.06615,Semi-Detached,Freehold-Common Element Condo,12,NA,24,0,74,30,1.491825,546,1799-1863 Pagehurst Ave,-79.5908227,43.6315821
1736,Clarkson - Lorne Park NHD,3,2023-2029,2028-2038,Lushes Ave,Medium Density,RM5-49,,0.23542,0.581735,NA,1964.3,21143.54922,0,0,1964.3,21143.54922,Townhouse,Freehold,2,3,10,0,42,17,0.834381,547,2023-2029,2028-2038 Lushes Ave,-79.6278145,43.5102743
1737,Clarkson - Lorne Park NHD,3,985989,Southdown Rd,Medium Density,RM6-10,,0.11653,0.287952,NA,437,4703.828849,0,0,437,4703.828849,Detached,Freehold-Common Element Condo,0,2,2,0,17,7,0.375011,548,985989 Southdown Rd,-79.6299603,43.5111036
1744,Streetsville NHD,39E,2356,Britannia Rd W,Medium Density,RM4,,0.12167,0.300653,NA,1150,12378.49697,0,0,1150,12378.49697,Townhouse,PCC,1,NA,6,0,49,20,0.94518,549,2356 Britannia Rd W,-79.7310583,43.5804634
1745,Streetsville NHD,38W,43-61,Main St,Low Density II,RM5-34,,0.270088,0.667402,20,2306,24821.57741,0,0,2306,24821.57741,Townhouse,Freehold,2,NA,10,0,37,15,0.853796,550,43-61 Main St,120.953514,14.6547371
1746,Central Erin Mills MN,39W,2891/2875-2935/5100,Rio Crt/Hazelton Pl/Plantation Pl,Medium Density,RM9-6,Hazelton Place,2.3775,5.87493,267,17492,188282.3209,0,0,17492,188282.3209,Townhouse,PCC,11,3,186,0,78,32,0.735731,551,2891/2875-2935/5100 Rio Crt/Hazelton Pl/Plantation Pl,NA,NA
1750,Streetsville NHD,39E,5970-5992/2288,Turney Dr/Britannia Rd W,Medium Density,RM4-72,,0.89904,2.221576,74,5678,61117.48331,0,0,5678,61117.48331,Townhouse,CDM, PCC,7,3,37,0,41,17,0.631563,552,5970-5992/2288 Turney Dr/Britannia Rd W,NA,NA
1751,Churchill Meadows NHD,57,3070-3100/5585-5625,Thomas St/Oscar Peterson Blvd,High Density,RA1-38,,1.3382,3.306764,149,11109.7,119583.8155,0,0,11109.7,119583.8155,Townhouse,PCC,8,3,94,0,70,28,0.830197,553,3070-3100/5585-5625 Thomas St/Oscar Peterson Blvd,NA,NA
1752,Streetsville NHD,45W,6625,Falconer Dr,Medium Density,RM4-73,,1.262504,3.119715,149,10124.43,108978.4575,0,0,10124.43,108978.4575,Townhouse,PCC,10,3,66,0,52,21,0.801933,554,6625 Falconer Dr,-79.7304162,43.6050518
1753,Clarkson - Lorne Park NHD,9,1199,Lorne Park Rd,Low Density II,RM4-71,,0.2208,0.545609,11,1191.31,12823.15411,0,0,1191.31,12823.15411,Townhouse,PCC,1,2,5,0,23,9,0.539543,555,1199 Lorne Park Rd,-79.6175953,43.5311882
1754,Clarkson - Lorne Park NHD,9,1191-1203,Lorne Park Rd,Low Density II,RM4-71,,0.2208,0.545609,9,992.38,10681.88941,0,0,992.38,10681.88941,Semi-Detached,PCC,2,2,4,0,18,7,0.449447,556,1191-1203 Lorne Park Rd,-79.6178149,43.5315451
1755,DT Hospital,15,17-29,Premium Way,Low Density II,RM5-52,,0.20616,0.509432,NA,1488.1,16017.77508,0,0,1488.1,16017.77508,Townhouse,Freehold,1,NA,7,0,34,14,0.721818,557,17-29 Premium Way,-79.6019717,43.5685862
1756,DT Hospital,15,2075-2085,Grange Dr,Low Density I,RM5-51,,0.140887,0.348139,NA,1409.6,15172.80811,0,0,1409.6,15172.80811,Townhouse,Freehold,1,NA,6,0,43,17,1.000518,558,2075-2085 Grange Dr,-82.4347909,33.0073637
1757,Meadowvale Village NHD,45E,6910-6995,Rayah Court,Low Density I,R16-3, R16-4,,1.13826,2.812702,62,5730.3,61680.43582,0,0,5730.3,61680.43582,Detached,Freehold-Common Element Condo,NA,NA,9,0,8,3,0.503426,559,6910-6995 Rayah Court,102.4042539,2.4518633
1762,Clarkson Village CN,11,2375,Truscott Dr,Medium Density,RM4-40,,0.2361,0.583416,23,1614.81,17381.67017,0,0,1614.81,17381.67017,Townhouse,PCC,1,3,9,0,38,15,0.683952,560,2375 Truscott Dr,-79.6468415,43.5124598
1765,Churchill Meadows NHD,57,3227-3432/5587-5611/5618-5622,Stoney Cres/Bonnie St/Lucy Dr,Low Density II, Medium Density,RM5-54,,1.31681,3.253908,88,9091.45,97859.5533,0,0,9091.45,97859.5533,Townhouse,Freehold,8,2,44,0,33,14,0.690415,561,3227-3432/5587-5611/5618-5622 Stoney Cres/Bonnie St/Lucy Dr,NA,NA
1768,Applewood NHD,20,3071-3083,Cawthra Rd,Medium Density,RM9-7,,0.343332,0.848392,61,2244.96,24164.54831,0,0,2244.96,24164.54831,Townhouse,PCC,3,NA,27,0,79,32,0.653874,562,3071-3083 Cawthra Rd,-79.6017975,43.5965258
1770,East Credit NHD,38E,1300-1451,Granrock Cres,Medium Density,RM6-14,,1.934,4.779018,234,16587.57,178547.1174,0,0,16587.57,178547.1174,Townhouse,Freehold-Common Element Condo,15,NA,104,0,54,22,0.857682,563,1300-1451 Granrock Cres,-79.7080981,43.5961293
1773,East Credit NHD,30,817-823,Millworks Cres,Medium Density,RM5,,0.10585,0.261561,8,782.08,8418.239053,0,0,782.08,8418.239053,Townhouse,Freehold,1,2,4,0,38,15,0.738857,564,817-823 Millworks Cres,-79.6721688,43.5890078
1774,Churchill Meadows NHD,57,3100-3190/5030-5070,Boxford Cres/Harvard Rd,High Density,RM9-8,,2.8936,7.150241,297,20971.29,225733.0867,0,0,20971.29,225733.0867,Townhouse,CDM,18,3,149,0,51,21,0.724747,565,3100-3190/5030-5070 Boxford Cres/Harvard Rd,-71.0284929,42.7410631
1775,Meadowvale Village NHD,52E,481-495,Briggs Crt,Low Density II,RM5-29,,0.28729,0.709909,24,2272.4,24459.91002,0,0,2272.4,24459.91002,Townhouse,Freehold,1,3,8,0,28,11,0.790978,566,481-495 Briggs Crt,-121.3395874,38.7911095
1777,East Credit NHD,37W,840-997,Francine Cres,Low Density II,RM3-1,,1.87474,4.632583,148,11589.56,124748.9855,0,0,11589.56,124748.9855,Semi-Detached,Freehold-Common Element Condo,32,2,64,0,34,14,0.618196,567,840-997 Francine Cres,-79.6906275,43.6029313
1778,Uptown MN,37E,70-160/5020-5060,Little Creek Rd/Four Springs Ave,Medium Density,RM4-74,,1.95837,4.839238,219,18812,202490.6826,0,0,18812,202490.6826,Townhouse,CDM,14,3,100,0,51,21,0.960595,568,70-160/5020-5060 Little Creek Rd/Four Springs Ave,NA,NA
1779,DT Core,29,4010-4080,Parkside Village Dr,Mixed Use,CC4-5, CCOS,Parkside Village Townhouses,0.76677,1.89473,154,10805.9,116313.7395,0,0,10805.9,116313.7395,Townhouse,CDM,6,3,68,0,89,36,1.409275,569,4010-4080 Parkside Village Dr,-83.6548236,35.6941805
1780,Lakeview NHD,6,1111-1139,Haig Blvd,Medium Density,RM4-75,,1.6627,4.108621,174,12413.8,133621.031,0,0,12413.8,133621.031,Townhouse,CDM,11,3,77,0,46,19,0.746605,570,1111-1139 Haig Blvd,-79.558597,43.5820121
1783,Central Erin Mills NHD,31,2005-2099,Queensborough Gate,Medium Density,RM4-70,,1.0421,2.575085,125,9852.38,106050.1356,0,0,9852.38,106050.1356,Townhouse,CDM,9,3,57,0,55,22,0.945435,571,2005-2099 Queensborough Gate,-77.423646,44.5891743
1784,Central Erin Mills NHD,31,4382-4396,Mississauga Rd,Medium Density,RM4-70,,0.1135,0.280465,18,1501.78,16165.02538,0,0,1501.78,16165.02538,Semi-Detached,CDM,4,3,8,0,70,29,1.323154,572,4382-4396 Mississauga Rd,-79.6880931,43.5627961
1786,Port Credit NHD (West),8,3-43,Godfreys Lane,Medium Density,RM6-17,,0.3967,0.980267,41,4308.5,46376.308,0,0,4308.5,46376.308,Townhouse,CDM,3,4,18,0,45,18,1.086085,573,3-43 Godfreys Lane,-76.3425898,36.1806982
1788,Uptown MN,36W,51-55,Preston Meadow Ave,Medium Density,RM5-53,,0.07972,0.196992,6,555.29,5977.091812,0,0,555.29,5977.091812,Townhouse,Freehold,1,2,3,0,38,15,0.69655,574,51-55 Preston Meadow Ave,-71.9850463,41.4956976
1789,Cooksville NHD (East),14,347-438/2051-2061/2050-2062,Ladycroft Terrace/Cliff Rd/Excalibur Way,Medium Density, HighDensity,RA4-28, C1-24,,1.430736,3.535426,149,10141.2,109158.9682,0,0,10141.2,109158.9682,Townhouse,CDM,10,3,66,0,46,19,0.70881,575,347-438/2051-2061/2050-2062 Ladycroft Terrace/Cliff Rd/Excalibur Way,NA,NA
